id,name,min_age_months
2651,"Sopaipilla, without syrup or honey",12
2652,Sopaipilla with syrup or honey,12
2653,"Crepe, chocolate filled",8
2654,"Crepe, fruit filled",8
2655,"Tamale, sweet",8
2656,"Strudel, apple",12
2657,"Strudel, berry",12
2658,"Strudel, cherry",12
2659,"Strudel, cheese",12
2660,"Strudel, peach",12
2661,Baklava,48
2662,Basbousa,12
2663,"Turnover, fruit",12
2664,"Pastry, fruit-filled",12
2665,"Pastry, made with bean or lotus seed paste filling, baked",12
2666,"Pastry, made with bean paste and salted egg yolk filling, baked",12
2667,"Pastry, Chinese, made with rice flour",12
2668,"Pastry, cookie type, fried",12
2669,"Pastry, Italian, with cheese",12
2670,"Pastry, puff",12
2671,"Pastry, puff, custard or cream filled, iced or not iced",12
2672,Cheese pastry puffs,12
2673,"Pastry, mainly flour and water, fried",12
2674,"Empanada, fruit",12
2675,"Breakfast pastry, NFS",12
2676,"Danish pastry, plain or spice",12
2677,"Danish pastry, with fruit",12
2678,"Danish pastry, with cheese",12
2679,"Doughnut, NFS",12
2680,"Doughnut, cake type, plain",12
2681,"Doughnut, chocolate",12
2682,"Doughnut, cake type, powdered sugar",24
2683,"Doughnut, cake type, with icing",24
2684,"Doughnut, cake type, chocolate icing",24
2685,"Doughnut, chocolate, with chocolate icing",24
2686,Doughnut holes,12
2687,Churros,12
2688,Beignet,12
2689,"Doughnut, yeast type",12
2690,"Doughnut, yeast type, with chocolate icing",24
2691,"Doughnut, jelly",12
2692,"Doughnut, custard-filled",12
2693,"Doughnut, custard-filled, with icing",24
2694,Breakfast tart,12
2695,"Breakfast tart, lowfat",12
2696,"Coffee cake, crumb or quick-bread type",12
2697,"Coffee cake, crumb or quick-bread type, with fruit",12
2698,"Coffee cake, crumb or quick-bread type, cheese-filled",12
2699,Cereal or granola bar (General Mills Fiber One Chewy Bar),8
2700,Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),8
2701,Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),8
2702,Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar),48
2703,Milk 'n Cereal bar,8
2704,Cereal or granola bar (Kellogg's Special K bar),8
2705,Cereal or granola bar (Kashi Chewy),8
2706,Cereal or granola bar (Kashi Crunchy),8
2707,Cereal or granola bar (KIND Fruit and Nut Bar),48
2708,Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix),48
2709,"Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)",8
2710,Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar),8
2711,Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar),8
2712,Cereal or granola bar (Quaker Chewy Granola Bar),8
2713,Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar),8
2714,Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar),8
2715,Cereal or granola bar (Quaker Chewy Dipps Granola Bar),8
2716,Cereal or granola bar (Quaker Granola Bites),8
2717,"Snack bar, oatmeal",8
2718,"Cereal or Granola bar, NFS",8
2719,"Cereal or granola bar, lowfat, NFS",8
2720,"Cereal or granola bar, nonfat",8
2721,"Cereal or granola bar, reduced sugar, NFS",8
2722,"Cereal or granola bar, fruit and nut",48
2723,"Cereal or granola bar, peanuts , oats, sugar, wheat germ",48
2724,"Cereal or granola bar, chocolate coated, NFS",8
2725,"Cereal or granola bar, with coconut, chocolate coated",8
2726,"Cereal or granola bar with nuts, chocolate coated",48
2727,"Cereal or granola bar, oats, nuts, coated with non-chocolate coating",48
2728,"Cereal or granola bar, coated with non-chocolate coating",8
2729,"Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating",8
2730,"Cereal or granola bar, with rice cereal",8
2731,"Breakfast bar, NFS",8
2732,"Breakfast bar, date, with yogurt coating",8
2733,"Breakfast bar, cereal crust with fruit filling, lowfat",8
2734,Nutrition bar (Balance Original Bar),8
2735,Nutrition bar (Clif Bar),8
2736,Nutrition bar (Clif Kids Organic Zbar),8
2737,Nutrition bar (PowerBar),8
2738,Nutrition bar (Slim Fast Original Meal Bar),8
2739,Nutrition bar (Snickers Marathon Protein Bar),48
2740,Nutrition bar (South Beach Living Meal Bar),8
2741,Nutrition bar (South Beach Living High Protein Bar),8
2742,Nutrition bar (Tiger's Milk),8
2743,Nutrition bar (Zone Perfect Classic Crunch),8
2744,"Nutrition bar or meal replacement bar, NFS",8
2745,"Baby Toddler snack, NFS",6
2746,Baby Toddler bar,6
2747,Baby Toddler cookie,12
2748,Baby Toddler biscuit,6
2749,"Crackers, NFS",9
2750,Graham crackers,9
2751,Graham crackers (Teddy Grahams),9
2752,"Graham crackers, chocolate covered",9
2753,"Crackers, oatmeal",9
2754,"Crackers, Cuban",9
2755,"Graham crackers, reduced fat",9
2756,"Graham crackers, sandwich, with filling",9
2757,"Crackers, breakfast biscuit",9
2758,"Crackers, butter, reduced sodium",9
2759,"Crackers, matzo, reduced sodium",9
2760,"Crackers, saltine, reduced sodium",9
2761,"Crackers, wheat, reduced sodium",9
2762,"Crackers, woven wheat, reduced sodium",9
2763,"Crackers, butter, plain",9
2764,"Crackers, butter, flavored",9
2765,"Crackers, butter (Ritz)",9
2766,"Crackers, butter, reduced fat",9
2767,"Crackers, cheese",9
2768,"Crackers, cheese (Cheez-It)",9
2769,"Crackers, cheese (Goldfish)",9
2770,"Crackers, cheese, reduced fat",9
2771,"Crackers, cheese, reduced sodium",9
2772,"Crackers, cheese, whole grain",9
2773,"Crackers, crispbread",9
2774,"Crackers, flatbread",9
2775,"Crackers, matzo",9
2776,"Crackers, milk",9
2777,"Crackers, oyster",9
2778,"Chips, rice",24
2779,Rice cake,12
2780,"Crackers, rice",9
2781,"Crackers, rice and nuts",48
2782,Popcorn cake,48
2783,Rice paper,9
2784,"Crackers, saltine",9
2785,"Crackers, saltine, reduced fat",9
2786,"Crackers, saltine, multigrain",9
2787,"Crackers, multigrain",9
2788,"Crackers, sandwich",9
2789,"Crackers, sandwich, peanut butter filled",12
2790,"Crackers, sandwich, peanut butter filled (Ritz)",12
2791,"Crackers, sandwich, reduced fat, peanut butter filled",12
2792,"Crackers, whole grain, sandwich, peanut butter filled",12
2793,"Crackers, sandwich, cheese filled",9
2794,"Crackers, sandwich, cheese filled (Ritz)",9
2795,"Crackers, water",9
2796,"Crackers, wonton",9
2797,"Crackers, woven wheat",9
2798,"Crackers, woven wheat, plain (Triscuit)",9
2799,"Crackers, woven wheat, flavored (Triscuit)",9
2800,"Crackers, woven wheat, reduced fat",9
2801,"Crackers, wheat",9
2802,"Crackers, wheat, plain (Wheat Thins)",9
2803,"Crackers, wheat, flavored (Wheat Thins)",9
2804,"Crackers, wheat, reduced fat",9
2805,"Crackers, gluten free, plain",9
2806,"Crackers, gluten free, flavored",9
2807,Baby Toddler crackers,6
2808,"Baby Toddler puffs, fruit",6
2809,"Baby Toddler puffs, vegetable",6
2810,Baby Toddler crunchies,6
2811,Baby Toddler wheels,6
2812,Corn nuts,24
2813,"Corn chips, plain",24
2814,"Corn chips, flavored",24
2815,"Corn chips, plain (Fritos)",24
2816,"Corn chips, flavored (Fritos)",24
2817,Cheese flavored corn snacks,24
2818,"Cheese flavored corn snacks, reduced fat",24
2819,"Tortilla chips, plain",24
2820,Cheese flavored corn snacks (Cheetos),24
2821,"Tortilla chips, flavored",24
2822,"Corn chips, reduced sodium",24
2823,"Tortilla chips, nacho cheese flavor (Doritos)",24
2824,"Tortilla chips, cool ranch flavor (Doritos)",24
2825,"Tortilla chips, other flavors (Doritos)",24
2826,"Tortilla chips, reduced fat, plain",24
2827,"Tortilla chips, reduced fat, flavored",24
2828,"Tortilla chips, low fat, unsalted",24
2829,"Tortilla chips, reduced sodium",24
2830,Snack mix,48
2831,"Potato chips, restructured, multigrain",24
2832,Pita chips,24
2833,"Popcorn, NFS",48
2834,"Popcorn, movie theater, with added butter",48
2835,"Popcorn, movie theater, no butter added",48
2836,"Popcorn, air-popped, no butter added",48
2837,"Popcorn, air-popped, with added butter",48
2838,"Popcorn, popped in oil, no butter added",48
2839,"Popcorn, popped in oil, with added butter",48
2840,"Popcorn, microwave, NFS",48
2841,"Popcorn, microwave, plain",48
2842,"Popcorn, microwave, plain, light",48
2843,"Popcorn, microwave, low sodium",48
2844,"Popcorn, microwave, butter flavored",48
2845,"Popcorn, microwave, flavored, light",48
2846,"Popcorn, microwave, cheese flavored",48
2847,"Popcorn, microwave, kettle",48
2848,"Popcorn, ready-to-eat, NFS",48
2849,"Popcorn, ready-to-eat, plain",48
2850,"Popcorn, ready-to-eat, plain, light",48
2851,"Popcorn, ready-to-eat, low sodium",48
2852,"Popcorn, ready-to-eat, butter flavored",48
2853,"Popcorn, ready-to-eat, cheese flavored",48
2854,"Popcorn, ready-to-eat, flavored, light",48
2855,"Popcorn, ready-to-eat, kettle",48
2856,"Popcorn, caramel coated",48
2857,"Popcorn, caramel coated, with nuts",48
2858,"Popcorn, chocolate coated",48
2859,"Popcorn chips, plain",48
2860,"Popcorn chips, other flavors",48
2861,"Popcorn chips, sweet flavors",48
2862,Onion flavored rings,12
2863,Shrimp chips,24
2864,"Pretzels, NFS",9
2865,"Pretzels, hard, NFS",24
2866,"Pretzels, hard, plain, salted",24
2867,"Pretzels, hard, plain, lightly salted",24
2868,"Pretzels, hard, plain, unsalted",24
2869,"Pretzels, hard, flavored",24
2870,"Pretzels, hard, multigrain",24
2871,"Pretzels, hard, plain, gluten free",24
2872,"Pretzels, hard, flavored, gluten free",24
2873,"Pretzel chips, hard, plain",24
2874,"Pretzel chips, hard, flavored",24
2875,"Pretzel chips, hard, gluten free",24
2876,"Pretzels, hard, coated, NFS",24
2877,"Pretzels, hard, chocolate coated",24
2878,"Pretzels, hard, white chocolate coated",24
2879,"Pretzels, hard, yogurt coated",24
2880,"Pretzels, hard, coated, gluten free",24
2881,"Pretzels, hard, filled, NFS",24
2882,"Pretzels, hard, cheese filled",24
2883,"Pretzels, hard, peanut butter filled",24
2884,"Pretzels, soft, NFS",8
2885,"Pretzels, soft, ready-to-eat, NFS",8
2886,"Pretzels, soft, ready-to-eat, salted, buttered",8
2887,"Pretzels, soft, ready-to-eat, unsalted, buttered",8
2888,"Pretzels, soft, ready-to-eat, salted, no butter",8
2889,"Pretzels, soft, ready-to-eat, unsalted, no butter",8
2890,"Pretzels, soft, ready-to-eat, cinnamon sugar coated",8
2891,"Pretzels, soft, ready-to-eat, coated or flavored",8
2892,"Pretzels, soft, ready-to-eat, topped with meat",8
2893,"Pretzels, soft, ready-to-eat, topped with cheese",8
2894,"Pretzels, soft, from frozen, NFS",8
2895,"Pretzels, soft, from frozen, salted",8
2896,"Pretzels, soft, from frozen, unsalted",8
2897,"Pretzels, soft, from frozen, cinnamon sugar coated",8
2898,"Pretzels, soft, from frozen, coated or flavored",8
2899,"Pretzels, soft, from frozen, topped with meat",8
2900,"Pretzels, soft, from frozen, topped with cheese",8
2901,"Pretzels, soft, filled with cheese",8
2902,"Pretzels, soft, from school lunch",8
2903,"Pretzels, soft, multigrain",8
2904,"Pretzels, soft, gluten free",8
2905,"Pretzels, soft, gluten free, cinnamon sugar coated",8
2906,"Pretzels, soft, gluten free, coated or flavored",8
2907,Multigrain chips (Sun Chips),24
2908,"Snack mix, plain (Chex Mix)",48
2909,Bagel chips,24
2910,Cracker chips,24
2911,"Pancakes, NFS",8
2912,"Pancakes, plain, frozen",8
2913,"Pancakes, fruit, frozen",8
2914,"Pancakes, chocolate, frozen",8
2915,"Pancakes, whole grain, frozen",8
2916,"Pancakes, plain, fast food / restaurant",8
2917,"Pancakes, fruit, fast food / restaurant",8
2918,"Pancakes, chocolate, fast food / restaurant",8
2919,"Pancakes, whole grain, fast food / restaurant",8
2920,"Pancakes, school",8
2921,"Pancakes, plain",8
2922,"Pancakes, plain, reduced fat",8
2923,"Pancakes, fruit",8
2924,"Pancakes, pumpkin",8
2925,"Pancakes, chocolate",8
2926,"Pancakes, whole grain",8
2927,"Pancakes, whole grain, reduced fat",8
2928,"Pancakes, gluten free",8
2929,"Waffle, NFS",8
2930,"Waffle, plain, frozen",8
2931,"Waffle, plain, reduced fat",8
2932,"Waffle, fruit, frozen",8
2933,"Waffle, chocolate, frozen",8
2934,"Waffle, whole grain, frozen",8
2935,"Waffle, whole grain, reduced fat",8
2936,"Waffle, whole grain, fruit, frozen",8
2937,"Waffle, plain, fast food / restaurant",8
2938,"Waffle, chocolate, fast food / restaurant",8
2939,"Waffle, fruit, fast food / restaurant",8
2940,"Waffle, whole grain, fast food / restaurant",8
2941,"Waffle, school",8
2942,"Waffle, plain",8
2943,"Waffle, fruit",8
2944,"Waffle, chocolate",8
2945,"Waffle, cinnamon",8
2946,"Waffle, whole grain",8
2947,"Waffle, gluten free",8
2948,"French toast, NFS",10
2949,"French toast, frozen",10
2950,"French toast, fast food / restaurant",10
2951,"French toast, school",10
2952,"French toast, plain",10
2953,"French toast, whole grain",10
2954,"French toast, gluten free",10
2955,French toast sticks,10
2956,"French toast sticks, fast food / restaurant",10
2957,"French toast sticks, school",10
2958,"Crepe, NFS",8
2959,"Crepe, plain",8
2960,Chinese pancake,8
2961,"Dumpling, no meat",8
2962,Cake made with glutinous rice,12
2963,Idli,8
2964,"Dosa, plain",8
2965,Cake made with glutinous rice and dried beans,12
2966,Funnel cake with sugar,24
2967,Funnel cake with sugar and fruit,24
2968,"Pasta, vegetable, cooked",9
2969,"Noodles, cooked",9
2970,"Noodles, whole grain, cooked",9
2971,"Noodles, chow mein",9
2972,"Long rice noodles, made from mung beans, cooked",9
2973,"Rice noodles, cooked",9
2974,"Pasta, cooked",9
2975,"Pasta, whole grain, cooked",9
2976,"Pasta, gluten free",9
2977,"Cereal, cooked, NFS",6
2978,Barley,6
2979,Buckwheat groats,6
2980,"Grits, NFS",6
2981,"Grits, regular or quick, made with water, NS as to fat",6
2982,"Grits, regular or quick, made with water, no added fat",6
2983,"Grits, regular or quick, made with water, fat added",6
2984,"Grits, with cheese, NS as to fat",6
2985,"Grits, with cheese, no added fat",6
2986,"Grits, with cheese, fat added",6
2987,"Grits, instant, made with water, no added fat",6
2988,"Grits, instant, made with water, fat added",6
2989,"Grits, instant, made with water, NS as to fat",6
2990,"Cornmeal mush, NS as to fat",6
2991,"Cornmeal mush, no added fat",6
2992,"Cornmeal mush, fat added",6
2993,"Masa harina, cooked",8
2994,Millet,6
2995,"Oatmeal, fast food, plain",6
2996,"Oatmeal, fast food, flavored",6
2997,"Oatmeal, NFS",6
2998,"Oatmeal, regular or quick, made with water, no added fat",6
2999,"Oatmeal, regular or quick, made with water, fat added",6
3000,"Oatmeal, regular or quick, made with milk, no added fat",6
3001,"Oatmeal, regular or quick, made with milk, fat added",6
3002,"Oatmeal, regular or quick, made with non-dairy milk, no added fat",6
3003,"Oatmeal, regular or quick, made with non-dairy milk, fat added",6
3004,"Oatmeal, instant, plain, made with water, no added fat",6
3005,"Oatmeal, instant, plain, made with water, fat added",6
3006,"Oatmeal, instant, plain, made with milk, no added fat",6
3007,"Oatmeal, instant, plain, made with milk, fat added",6
3008,"Oatmeal, instant, plain, made with non-dairy milk, no added fat",6
3009,"Oatmeal, instant, plain, made with non-dairy milk, fat added",6
3010,"Oatmeal, instant, maple flavored, no added fat",6
3011,"Oatmeal, instant, maple flavored, fat added",6
3012,"Oatmeal, instant, fruit flavored, no added fat",6
3013,"Oatmeal, instant, fruit flavored, fat added",6
3014,"Oatmeal, reduced sugar",6
3015,"Oatmeal, multigrain",6
3016,"Quinoa, NS as to fat",8
3017,"Quinoa, no added fat",8
3018,"Quinoa, fat added",8
3019,"Rice, cooked, NFS",8
3020,"Rice, white, cooked, NS as to fat",8
3021,"Rice, white, cooked, made with oil",8
3022,"Rice, white, cooked, made with butter",8
3023,"Rice, white, cooked, made with margarine",8
3024,"Rice, white, cooked, fat added, NS as to fat type",8
3025,"Rice, white, cooked, no added fat",8
3026,"Rice, brown, cooked, NS as to fat",8
3027,"Rice, brown, cooked, fat added, made with oil",8
3028,"Rice, brown, cooked, made with butter",8
3029,"Rice, brown, cooked, made with margarine",8
3030,"Rice, brown, cooked, fat added, NS as to fat type",8
3031,"Rice, brown, cooked, no added fat",8
3032,Cream of rice,6
3033,"Rice, cooked, with milk",8
3034,"Rice, sweet, cooked with honey",12
3035,Congee,6
3036,"Yellow rice, cooked, NS as to fat",8
3037,"Yellow rice, cooked, no added fat",8
3038,"Yellow rice, cooked, fat added",8
3039,"Rice, white, cooked, glutinous",8
3040,"Rice, wild, 100%, cooked, NS as to fat",8
3041,"Rice, wild, 100%, cooked, no added fat",8
3042,"Rice, wild, 100%, cooked, fat added",8
3043,"Rice, white and wild, cooked, no added fat",8
3044,"Rice, brown and wild, cooked, no added fat",8
3045,"Rice, white and wild, cooked, fat added",8
3046,"Rice, white and wild, cooked, NS as to fat",8
3047,"Rice, brown and wild, cooked, fat added",8
3048,"Rice, brown and wild, cooked, NS as to fat",8
3049,"Rice, white, cooked with fat, Puerto Rican style",8
3050,"Cream of wheat, NFS",6
3051,"Cream of wheat, regular or quick, made with water, no added fat",6
3052,"Cream of wheat, regular or quick, made with water, fat added",6
3053,"Cream of wheat, instant, made with water, no added fat",6
3054,"Cream of wheat, instant, made with water, fat added",6
3055,"Bulgur, no added fat",8
3056,"Bulgur, fat added",8
3057,"Bulgur, NS as to fat",8
3058,"Couscous, plain, cooked",8
3059,"Whole wheat cereal, cooked",6
3060,"Wheat cereal, chocolate flavored, cooked",6
3061,"Oat bran cereal, cooked",6
3062,"Cereal, ready-to-eat, NFS",8
3063,"Cereal, O's, flavored",8
3064,"Cereal, crunch",8
3065,"Cereal, O's, plain",8
3066,"Cereal, chocolate puffs",8
3067,"Cereal, cinnamon toast",8
3068,"Cereal, chocolate crispy",8
3069,"Cereal, corn squares",8
3070,"Cereal, corn flakes, plain",8
3071,"Cereal, corn puffs",8
3072,"Cereal, rice crispy, plain",8
3073,"Cereal, bran flakes, plain",8
3074,"Cereal, shredded wheat, flavored",8
3075,"Cereal, rice crispy, flavored",8
3076,"Cereal, fruit rings",8
3077,"Cereal, fruit crispy",8
3078,"Cereal, granola",8
3079,"Cereal, oat bunches",8
3080,"Cereal, corn squares, flavored",8
3081,"Cereal, O's, honey nut",12
3082,"Cereal, multigrain",8
3083,"Cereal, oat squares",8
3084,"Cereal, frosted oats with marshmallows",8
3085,"Cereal, O's, multigrain",8
3086,"Cereal, bran flakes, flavored",8
3087,"Cereal, rice squares",8
3088,"Cereal, K's, plain",8
3089,"Cereal, K's, flavored",8
3090,"Cereal, flavored puffs",8
3091,"Cereal, corn flakes, flavored",8
3092,"Cereal, O's, NFS",8
3093,"Cereal, wheat squares",8
3094,Wheat germ,8
3095,"Cereal, plain puffs",8
3096,"Cereal, shredded wheat, plain",8
3097,"Cereal, wheat flakes",8
3098,"Cereal, other, NFS",8
3099,"Cereal, other, plain",8
3100,"Cereal, other, fruit flavored",8
3101,"Cereal, other, chocolate",8
3102,"Cereal, other, peanut butter",12
3103,"Cereal, other, honey",12
3104,"Cereal, reduced sugar",8
3105,Wheat bran,8
3106,"Oats, raw",60
3107,"Cereal, oat bran, ready-to-eat",8
3108,"Baby Toddler cereal, barley, dry",6
3109,"Baby Toddler cereal, oatmeal, dry",6
3110,"Baby Toddler cereal, rice, dry",6
3111,"Baby Toddler cereal, rice with fruit, dry",6
3112,"Baby Toddler cereal, multigrain with fruit, dry",6
3113,"Baby Toddler cereal, multigrain, dry",6
3114,"Baby Toddler cereal, oatmeal with fruit, dry",6
3115,"Baby Toddler cereal, NFS",6
3116,"Baby Toddler cereal, rice, ready-to-eat",6
3117,"Baby Toddler cereal, oatmeal, ready-to-eat",6
3118,"Baby Toddler cereal, multigrain, ready-to-eat",6
3119,"Baby Toddler cereal, multigrain with fruit, ready-to-eat",6
3120,"Baby Toddler cereal, oatmeal with fruit, ready-to-eat",6
3121,"Baby Toddler cereal, rice with fruit, ready-to-eat",6
3122,Chilaquiles,8
3123,Frito pie,12
3124,Mexican pizza,8
3125,Taco or tostada salad with meat,8
3126,Taco or tostada salad with chicken,8
3127,"Taco or tostada salad, meatless",8
3128,Taco or tostada salad with meat and sour cream,8
3129,Taco or tostada salad with chicken and sour cream,8
3130,"Taco or tostada salad, meatless with sour cream",8
3131,"Taco, NFS",8
3132,"Taco, corn tortilla, beef, cheese",8
3133,"Taco, corn tortilla, beef, with beans, cheese",8
3134,"Taco, corn tortilla, pork, cheese",8
3135,"Taco, corn tortilla, pork, with beans, cheese",8
3136,"Taco, corn tortilla, chicken, cheese",8
3137,"Taco, corn tortilla, chicken, with beans, cheese",8
3138,"Taco, corn tortilla, with beans, cheese",8
3139,"Taco, flour tortilla, beef, cheese",8
3140,"Taco, flour tortilla, beef, with beans, cheese",8
3141,"Taco, flour tortilla, pork, cheese",8
3142,"Taco, flour tortilla, pork, with beans, cheese",8
3143,"Taco, flour tortilla, chicken, cheese",8
3144,"Taco, flour tortilla, chicken, with beans, cheese",8
3145,"Taco, flour tortilla, with beans, cheese",8
3146,"Taco, fish",8
3147,"Taco, meat, no cheese",8
3148,"Taco, meat, with beans, no cheese",8
3149,"Taco, with beans, no cheese",8
3150,"Taco, cheese only",8
3151,"Burrito, NFS",9
3152,"Burrito, beef, cheese",9
3153,"Burrito, beef, with rice, cheese",9
3154,"Burrito, beef, with beans, cheese",9
3155,"Burrito, beef, with beans and rice, cheese",9
3156,"Burrito, pork, cheese",9
3157,"Burrito, pork, with rice, cheese",9
3158,"Burrito, pork, with beans, cheese",9
3159,"Burrito, pork, with beans and rice, cheese",9
3160,"Burrito, chicken, cheese",9
3161,"Burrito, chicken, with rice, cheese",9
3162,"Burrito, chicken, with beans, cheese",9
3163,"Burrito, chicken, with beans and rice, cheese",9
3164,"Burrito, with beans, no cheese",9
3165,"Burrito, with beans, cheese",9
3166,"Burrito, with beans and rice, cheese",9
3167,"Burrito, meat, no cheese",9
3168,"Burrito, meat, with rice, no cheese",9
3169,"Burrito, meat, with beans, no cheese",9
3170,"Burrito, meat, with beans and rice, no cheese",9
3171,"Burrito, cheese only",9
3172,"Burrito bowl, NFS",9
3173,"Burrito bowl, beef or pork",9
3174,"Burrito bowl, beef or pork, with rice",9
3175,"Burrito bowl, beef or pork, with beans",9
3176,"Burrito bowl, beef or pork, with beans and rice",9
3177,"Burrito bowl, chicken",9
3178,"Burrito bowl, chicken, with rice",9
3179,"Burrito bowl, chicken, with beans",9
3180,"Burrito bowl, chicken, with beans and rice",9
3181,"Burrito bowl, with beans",9
3182,"Enchilada, NFS",8
3183,"Enchilada, beef",8
3184,"Enchilada, pork",8
3185,"Enchilada, chicken",8
3186,"Enchilada, no meat",8
3187,"Tamale, NFS",8
3188,"Tamale, beef",8
3189,"Tamale, pork",8
3190,"Tamale, chicken",8
3191,"Tamale, no meat",8
3192,Tamale casserole with meat,12
3193,"Nachos, NFS",24
3194,"Nachos, cheese only",24
3195,"Nachos, beef or pork",24
3196,"Nachos, beef or pork, with beans",24
3197,"Nachos, chicken",24
3198,"Nachos, chicken, with beans",24
3199,"Nachos, with beans",24
3200,"Gordita, cheese only",8
3201,"Gordita, with beans",8
3202,"Gordita, meat",8
3203,"Gordita, meat, with beans",8
3204,"Chimichanga, meat",12
3205,"Chimichanga, with beans",12
3206,"Chimichanga, chicken",12
3207,"Quesadilla, NFS",8
3208,"Quesadilla, cheese only",8
3209,"Quesadilla, beef or pork",8
3210,"Quesadilla, chicken",8
3211,"Quesadilla, with vegetables",8
3212,"Quesadilla, beef or pork, with vegetables",8
3213,"Quesadilla, chicken, with vegetables",8
3214,"Quesadilla, egg",8
3215,"Quesadilla, egg, with meat",8
3216,"Taquito, cheese only",8
3217,"Taquito, beef or pork",8
3218,"Taquito, chicken",8
3219,"Taquito, egg",8
3220,"Fajita, NFS",8
3221,"Fajita, chicken",8
3222,"Fajita, beef or pork",8
3223,"Fajita, shrimp",8
3224,"Fajita, vegetable",8
3225,"Pupusa, cheese only",8
3226,"Pupusa, with beans",8
3227,"Pupusa, meat",8
3228,"Pupusa, meat, with beans",8
3229,"Pizza, cheese, from frozen, thin crust",8
3230,"Pizza, cheese, from frozen, thick crust",8
3231,"Pizza, cheese, from restaurant or fast food, NS as to type of crust",8
3232,"Pizza, cheese, from restaurant or fast food, thin crust",8
3233,"Pizza, cheese, from restaurant or fast food, medium crust",8
3234,"Pizza, cheese, from restaurant or fast food, thick crust",8
3235,"Pizza, cheese, stuffed crust",8
3236,"Pizza, cheese, from school lunch, medium crust",8
3237,"Pizza, cheese, from school lunch, thin crust",8
3238,"Pizza, cheese, from school lunch, thick crust",8
3239,"Pizza, extra cheese, thin crust",8
3240,"Pizza, extra cheese, thick crust",8
3241,"Pizza, cheese, with vegetables, from frozen, thin crust",8
3242,"Pizza, cheese with vegetables, from frozen, thick crust",8
3243,"Pizza, cheese, with vegetables, from restaurant or fast food, thin crust",8
3244,"Pizza, cheese, with vegetables, from restaurant or fast food, medium crust",8
3245,"Pizza, cheese, with vegetables, from restaurant or fast food, thick crust",8
3246,"Pizza with cheese and extra vegetables, thin crust",8
3247,"Pizza with cheese and extra vegetables, medium crust",8
3248,"Pizza with cheese and extra vegetables, thick crust",8
3249,"Pizza, cheese, with fruit, thin crust",8
3250,"Pizza, cheese, with fruit, medium crust",8
3251,"Pizza, cheese, with fruit, thick crust",8
3252,"Pizza with pepperoni, from frozen, thin crust",18
3253,"Pizza with pepperoni, from frozen, medium crust",18
3254,"Pizza with pepperoni, from frozen, thick crust",18
3255,"Pizza with pepperoni, from restaurant or fast food, NS as to type of crust",18
3256,"Pizza with pepperoni, from restaurant or fast food, thin crust",18
3257,"Pizza with pepperoni, from restaurant or fast food,  medium crust",18
3258,"Pizza with pepperoni, from restaurant or fast food, thick crust",18
3259,"Pizza with pepperoni, stuffed crust",18
3260,"Pizza with pepperoni, from school lunch, thin crust",18
3261,"Pizza, with pepperoni, from school lunch, medium crust",18
3262,"Pizza with pepperoni, from school lunch, thick crust",18
3263,"Pizza with meat other than pepperoni, from frozen, thin crust",8
3264,"Pizza with meat other than pepperoni, from frozen, medium crust",8
3265,"Pizza with meat other than pepperoni, from frozen, thick crust",8
3266,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",8
3267,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",8
3268,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",8
3269,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",8
3270,"Pizza, with meat other than pepperoni, stuffed crust",8
3271,"Pizza, with meat other than pepperoni, from school lunch, medium crust",8
3272,"Pizza, with meat other than pepperoni, from school lunch, thin crust",8
3273,"Pizza, with meat other than pepperoni, from school lunch, thick crust",8
3274,"Pizza with extra meat, thin crust",8
3275,"Pizza with extra meat, medium crust",8
3276,"Pizza with extra meat, thick crust",8
3277,"Pizza with meat and vegetables, from frozen, thin crust",8
3278,"Pizza with meat and vegetables, from frozen, medium crust",8
3279,"Pizza with meat and vegetables, from frozen, thick crust",8
3280,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",8
3281,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",8
3282,"Pizza with meat and vegetables, from restaurant or fast food, thick crust",8
3283,"Pizza with extra meat and extra vegetables, thin crust",8
3284,"Pizza with extra meat and extra vegetables, thick crust",8
3285,"Pizza with extra meat and extra vegetables, medium crust",8
3286,"Pizza with meat and fruit, thin crust",8
3287,"Pizza with meat and fruit, medium crust",8
3288,"Pizza with meat and fruit, thick crust",8
3289,"Pizza with beans and vegetables, thin crust",8
3290,"Pizza with beans and vegetables, thick crust",8
3291,"Pizza, no cheese, thin crust",8
3292,"Pizza, no cheese, thick crust",8
3293,"White pizza, cheese, thin crust",8
