fdc_id,name,food_category_id,allergens,diets,min_age_months,max_age_months
171571,"Soup, chicken noodle, dry, mix",6,"Cereals containing gluten,Eggs,Soybeans",High-Protein,24,
171572,"Soup, beef mushroom, canned, prepared with equal volume water",6,Cereals containing gluten,High-Protein,24,
171573,"Soup, chicken mushroom, canned, prepared with equal volume water",6,Cereals containing gluten,High-Protein,24,
171574,"Soup, tomato bisque, canned, prepared with equal volume water",6,Cereals containing gluten,"Vegan,Vegetarian,Vitamin-Rich",24,
171575,"Sauce, peanut, made from coconut, water, sugar, peanuts",6,"Nuts,Nuts (coconut),Peanuts","Vegan,Vegetarian",48,
171576,"SMART SOUP, Santa Fe Corn Chowder",6,,"High-Protein,Vegan,Vegetarian",24,
171577,"SMART SOUP, French Lentil",6,,"High-Protein,Vegan,Vegetarian",24,
171578,"SMART SOUP, Greek Minestrone",6,"Cereals containing gluten,Cereals containing gluten (barley)","High-Protein,Vegan,Vegetarian",24,
171579,"Sauce, pesto, ready-to-serve, refrigerated",6,"Eggs,Milk,Nuts",Vegetarian,48,
171580,"Sauce, pesto, ready-to-serve, shelf stable",6,"Milk,Nuts",Vegetarian,48,
171581,"Sauce, pesto, BUITONI, pesto with basil, ready-to-serve, refrigerated",6,"Milk,Nuts",Vegetarian,48,
171582,"Sauce, pesto, CLASSICO, basil pesto, ready-to-serve",6,"Eggs,Milk,Nuts",Vegetarian,48,
171583,"Soup, vegetable broth, ready to serve",6,,"Vegan,Vegetarian",24,
171584,"Sauce, cheese sauce mix, dry",6,"Cereals containing gluten,Milk,Soybeans",Vegetarian,24,
171585,"Soup, chicken corn chowder, chunky, ready-to-serve, single brand",6,"Milk,Soybeans",High-Protein,24,
171586,"Soup, bean with bacon, condensed, single brand",6,,High-Protein,24,
171587,"Soup, tomato, canned, condensed, reduced sodium",6,Cereals containing gluten,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
171588,"Gravy, brown instant, dry",6,"Cereals containing gluten,Milk,Soybeans",High-Protein,24,
171589,"Gravy, instant beef, dry",6,"Cereals containing gluten,Milk,Soybeans",High-Protein,24,
171590,"Gravy, instant turkey, dry",6,"Cereals containing gluten,Milk,Soybeans",High-Protein,24,
171591,"Soup, tomato, low sodium, with water",6,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
171592,"Soup, pea, low sodium, prepared with equal volume water",6,,"High-Protein,Low Sodium,Vegan,Vegetarian",24,
171593,"Soup, chicken noodle, low sodium, canned, prepared with equal volume water",6,"Cereals containing gluten,Eggs","High-Protein,Low Sodium",24,
171594,"Soup, vegetable soup, condensed, low sodium, prepared with equal volume water",6,"Cereals containing gluten,Eggs","Low Sodium,Vegetarian,Vitamin-Rich",24,
171595,"Sauce, tomato chili sauce, bottled, with salt",6,,"Vegan,Vegetarian,Vitamin-Rich",24,
171596,"Soup, vegetable chicken, canned, prepared with water, low sodium",6,,"High-Protein,Low Sodium",24,
171597,"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium",6,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
171598,"Gravy, meat or poultry, low sodium, prepared",6,Cereals containing gluten,"High-Protein,Low Sodium",24,
171599,"Gravy, HEINZ Home Style, savory beef",6,"Cereals containing gluten,Milk,Soybeans",High-Protein,24,
171600,"Gravy, CAMPBELL'S, chicken",6,"Cereals containing gluten,Soybeans",High-Protein,24,
171601,"Barbecue loaf, pork, beef",7,,High-Protein,24,
171602,"Soup, cream of chicken, canned, condensed, reduced sodium",6,"Cereals containing gluten,Milk,Soybeans","High-Protein,Low Sodium",24,
171603,"Sauce, alfredo mix, dry",6,"Milk,Soybeans",Vegetarian,24,
171604,"Sauce, peppers, hot, chili, mature red, canned",6,,"Vegan,Vegetarian,Vitamin-Rich",24,
171605,"Sauce, chili, peppers, hot, immature green, canned",6,,"Vegan,Vegetarian,Vitamin-Rich",24,
171606,Fish broth,6,Fish,Pescatarian,24,
171607,"Soup, cream of mushroom, low sodium, ready-to-serve, canned",6,"Milk,Soybeans","Low Sodium,Vegetarian",24,
171608,"Potato soup, instant, dry mix",6,"Milk,Soybeans","Vegetarian,Vitamin-Rich",24,
171609,"Soup, chicken broth, low sodium, canned",6,,"High-Protein,Low Sodium",24,
171610,"Sauce, worcestershire",6,Fish,Pescatarian,24,
171611,"Soup, beef and mushroom, low sodium, chunk style",6,Soybeans,"High-Protein,Low Sodium",24,
171612,"Soup, beef stroganoff, canned, chunky style, ready-to-serve",6,"Cereals containing gluten,Eggs,Milk",High-Protein,24,
171613,"Soup, bouillon cubes and granules, low sodium, dry",6,Soybeans,"High-Protein,Low Sodium",24,
171614,"Soup, ramen noodle, beef flavor, dry",6,"Cereals containing gluten,Soybeans",High-Protein,24,
171615,"Soup, ramen noodle, chicken flavor, dry",6,"Cereals containing gluten,Soybeans",High-Protein,24,
171616,"Beerwurst, beer salami, pork",7,,High-Protein,24,
171617,"Sausage, Berliner, pork, beef",7,,High-Protein,24,
171618,Blood sausage,7,,High-Protein,24,
171619,"Bockwurst, pork, veal, raw",7,Milk,High-Protein,24,
171620,"Bratwurst, pork, cooked",7,,High-Protein,24,
171621,"Braunschweiger (a liver sausage), pork",7,,High-Protein,24,
171622,"Bratwurst, pork, beef, link",7,,High-Protein,24,
171623,"Cheesefurter, cheese smokie, pork, beef",7,Milk,High-Protein,24,
171624,"Frankfurter, chicken",7,,High-Protein,24,
171625,"Frankfurter, turkey",7,,High-Protein,24,
171626,"Ham, chopped, canned",7,,High-Protein,24,
171627,"Ham, chopped, not canned",7,,High-Protein,24,
171628,Ham and cheese loaf or roll,7,Milk,High-Protein,24,
171629,Ham and cheese spread,7,"Milk,Soybeans",High-Protein,24,
171630,"Headcheese, pork",7,,High-Protein,24,
171631,"Sausage, Italian, pork, mild, raw",7,,High-Protein,24,
171632,"Sausage, pork and turkey, pre-cooked",7,,High-Protein,24,
171633,"Frankfurter, meat and poultry, cooked, boiled",7,,High-Protein,24,
171634,"Frankfurter, meat and poultry, cooked, grilled",7,,High-Protein,24,
171635,"Pork sausage, link/patty, reduced fat, unprepared",7,,"High-Protein,Low-Fat",24,
171636,"Pork sausage, link/patty, reduced fat, cooked, pan-fried",7,,"High-Protein,Low-Fat",24,
171637,"Bologna, meat and poultry",7,,High-Protein,24,
171638,"Meatballs, frozen, Italian style",7,"Cereals containing gluten,Eggs,Milk,Soybeans",High-Protein,24,
171639,"Bacon, turkey, microwaved",7,,High-Protein,24,
171640,"Bacon, turkey, low sodium",7,,"High-Protein,Low Sodium",24,
171641,"Cereals ready-to-eat, POST, ALPHA-BITS",8,"Cereals containing gluten,Cereals containing gluten (oats)","Vegan,Vegetarian",24,
171642,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH",8,,"Vegan,Vegetarian",24,
171643,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH with CRUNCHBERRIES",8,,"Vegan,Vegetarian",24,
171644,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH",8,Peanuts,"Vegan,Vegetarian",48,
171645,"Cereals ready-to-eat, POST, FRUITY PEBBLES",8,,"Vegan,Vegetarian",24,
171646,"Cereals ready-to-eat, granola, homemade",8,"Cereals containing gluten,Cereals containing gluten (oats),Nuts,Sulphur dioxide/sulphites",Vegetarian,48,
171647,"Cereals ready-to-eat, POST, GRAPE-NUTS Cereal",8,"Cereals containing gluten,Cereals containing gluten (barley)","Vegan,Vegetarian",24,
171648,"Cereals ready-to-eat, POST, GRAPE-NUTS Flakes",8,"Cereals containing gluten,Cereals containing gluten (barley)","Vegan,Vegetarian",24,
171649,"Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP",8,,"Vegan,Vegetarian",24,
171650,"Cereals ready-to-eat, POST Raisin Bran Cereal",8,Cereals containing gluten,"Vegan,Vegetarian,Vitamin-Rich",24,
171651,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice",8,,"Vegan,Vegetarian",24,
171652,"Cereals ready-to-eat, POST, GOLDEN CRISP",8,Cereals containing gluten,"Vegan,Vegetarian",24,
171653,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ",8,"Cereals containing gluten,Soybeans",Vegetarian,12,
171654,"Cereals, corn grits, white, regular and quick, enriched, dry",8,,"Vegan,Vegetarian",24,
171655,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt",8,,"Low Sodium,Vegan,Vegetarian",24,
171656,"Cereals, QUAKER, corn grits, instant, plain, dry",8,,"Vegan,Vegetarian",24,
171657,"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, without salt",8,Cereals containing gluten,"Low Sodium,Vegan,Vegetarian",24,
171658,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry",8,Cereals containing gluten,"Vegan,Vegetarian",24,
171659,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), cooked with water, without salt",8,Cereals containing gluten,"Low Sodium,Vegan,Vegetarian",24,
171660,"Cereals, CREAM OF WHEAT, instant, dry",8,Cereals containing gluten,"Vegan,Vegetarian",24,
171661,"Cereals, oats, instant, fortified, plain, dry",8,Cereals containing gluten (oats),"Vegan,Vegetarian",24,
171662,"Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)",8,Cereals containing gluten (oats),"Vegan,Vegetarian",24,
171663,"Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry",8,Cereals containing gluten (oats),"Vegan,Vegetarian,Vitamin-Rich",24,
171664,"Cereals, oats, instant, fortified, with cinnamon and spice, dry",8,Cereals containing gluten (oats),"Vegan,Vegetarian",24,
171665,"Cereals, WHEATENA, dry",8,Cereals containing gluten,"Vegan,Vegetarian",24,
171666,"Cereals, WHEATENA, cooked with water",8,Cereals containing gluten,"Vegan,Vegetarian",24,
171667,"Cereals, whole wheat hot natural cereal, dry",8,Cereals containing gluten,"Vegan,Vegetarian",24,
171668,"Cereals, whole wheat hot natural cereal, cooked with water, without salt",8,Cereals containing gluten,"Low Sodium,Vegan,Vegetarian",24,
171669,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",8,Cereals containing gluten,"Vegan,Vegetarian",24,
171670,"Cereals, corn grits, yellow, regular and quick, unenriched, dry",8,,"Vegan,Vegetarian",24,
171671,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt",8,,"Vegan,Vegetarian",24,
171672,"Cereals, corn grits, yellow, regular and quick, enriched, cooked with water, without salt",8,,"Low Sodium,Vegan,Vegetarian",24,
171673,"Cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt",8,,"Vegan,Vegetarian",24,
171674,"Cereals, MALT-O-MEAL, chocolate, dry",8,Cereals containing gluten,"Vegan,Vegetarian",24,
171675,"Cereals, oats, regular and quick and instant, unenriched, cooked with water (includes boiling and microwaving), with salt",8,Cereals containing gluten (oats),"Vegan,Vegetarian",24,
171676,"Cereals, WHEATENA, cooked with water, with salt",8,Cereals containing gluten,"Vegan,Vegetarian",24,
171677,"Cereals, whole wheat hot natural cereal, cooked with water, with salt",8,Cereals containing gluten,"Vegan,Vegetarian",24,
171678,"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS",8,Cereals containing gluten,"Vegan,Vegetarian,Vitamin-Rich",24,
171679,"Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey",8,"Cereals containing gluten,Cereals containing gluten (oats)",Vegetarian,12,
171680,"Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey & almonds",8,"Cereals containing gluten,Cereals containing gluten (oats),Nuts,Nuts (almonds)",Vegetarian,48,
171681,"Cereals ready-to-eat, MALT-O-MEAL, Honey Nut SCOOTERS",8,"Cereals containing gluten,Cereals containing gluten (oats),Nuts,Nuts (almonds),Soybeans",Vegetarian,48,
171682,"Cereals, QUAKER, Instant Oatmeal, Cinnamon Swirl, high fiber",8,"Cereals containing gluten,Cereals containing gluten (oats)","Vegan,Vegetarian",24,
171683,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, blueberry hazelnut, dry",8,"Cereals containing gluten,Cereals containing gluten (oats),Milk,Nuts,Nuts (hazelnuts)","Vegetarian,Vitamin-Rich",48,
171684,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, apple walnut, dry",8,"Cereals containing gluten,Cereals containing gluten (oats),Milk,Nuts,Nuts (walnuts)","Vegetarian,Vitamin-Rich",48,
171685,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, summer berry, dry",8,"Cereals containing gluten,Cereals containing gluten (oats),Milk","Vegetarian,Vitamin-Rich",24,
171686,"Acerola, (west indian cherry), raw",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171687,"Acerola juice, raw",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171688,"Apples, raw, with skin (Includes foods for USDA's Food Distribution Program)",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171689,"Apples, raw, without skin",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171690,"Apples, dehydrated (low moisture), sulfured, stewed",9,Sulphur dioxide/sulphites,"Vegan,Vegetarian,Vitamin-Rich",24,
171691,"Apples, dried, sulfured, uncooked",9,Sulphur dioxide/sulphites,"Vegan,Vegetarian,Vitamin-Rich",24,
171692,"Apples, dried, sulfured, stewed, without added sugar",9,Sulphur dioxide/sulphites,"No Added Sugar,Vegan,Vegetarian,Vitamin-Rich",24,
171693,"Apples, dried, sulfured, stewed, with added sugar",9,Sulphur dioxide/sulphites,"Vegan,Vegetarian,Vitamin-Rich",24,
171694,"Apples, frozen, unsweetened, unheated (Includes foods for USDA's Food Distribution Program)",9,,"No Added Sugar,Vegan,Vegetarian,Vitamin-Rich",24,
171695,"Applesauce, canned, unsweetened, without added ascorbic acid (Includes foods for USDA's Food Distribution Program)",9,,"No Added Sugar,Vegan,Vegetarian,Vitamin-Rich",24,
171696,"Applesauce, canned, sweetened, without salt",9,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
171697,"Apricots, raw",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171698,"Apricots, canned, water pack, with skin, solids and liquids",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171699,"Apricots, canned, heavy syrup pack, with skin, solids and liquids",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171700,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171701,"Apricots, canned, extra heavy syrup pack, without skin, solids and liquids",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171702,"Apricots, dehydrated (low-moisture), sulfured, uncooked",9,Sulphur dioxide/sulphites,"Vegan,Vegetarian,Vitamin-Rich",24,
171703,"Apricots, frozen, sweetened",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171704,"Apricot nectar, canned, with added ascorbic acid",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171705,"Avocados, raw, all commercial varieties",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171706,"Avocados, raw, California",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171707,"Avocados, raw, Florida",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171708,"Cherries, tart, dried, sweetened (Includes foods for USDA's Food Distribution Program)",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171709,"Blackberries, canned, heavy syrup, solids and liquids",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171710,"Blackberries, frozen, unsweetened",9,,"No Added Sugar,Vegan,Vegetarian,Vitamin-Rich",24,
171711,"Blueberries, raw",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171712,"Boysenberries, canned, heavy syrup",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171713,"Boysenberries, frozen, unsweetened",9,,"No Added Sugar,Vegan,Vegetarian,Vitamin-Rich",24,
171714,"Breadfruit, raw",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171715,"Carambola, (starfruit), raw",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171716,"Cherries, sour, red, canned, heavy syrup pack, solids and liquids",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171717,"Cherries, sour, red, canned, extra heavy syrup pack, solids and liquids",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171718,"Cherries, sour, red, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",9,,"No Added Sugar,Vegan,Vegetarian,Vitamin-Rich",24,
171719,"Cherries, sweet, raw",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171720,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171721,"Crabapples, raw",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171722,"Cranberries, raw",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171723,"Cranberries, dried, sweetened (Includes foods for USDA's Food Distribution Program)",9,Sulphur dioxide/sulphites,"Vegan,Vegetarian,Vitamin-Rich",24,
171724,"Currants, zante, dried",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171725,"Custard-apple, (bullock's-heart), raw",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171726,"Dates, deglet noor",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171727,"Elderberries, raw",9,,"Vegan,Vegetarian,Vitamin-Rich",24,
171728,"Beef, Australian, imported, grass-fed,  external fat, raw",13,,High-Protein,24,
171729,"Beef, Australian, imported, grass-fed, seam fat, raw",13,,High-Protein,24,
171730,"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 4/5, raw",13,,High-Protein,24,
171731,"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 4/5, raw",13,,High-Protein,24,
171732,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",13,,High-Protein,24,
171733,"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean and fat, raw",13,,High-Protein,24,
171734,"Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean only, raw",13,,High-Protein,24,
171735,"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean only, raw",13,,High-Protein,24,
171736,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",13,,High-Protein,24,
171737,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",13,,High-Protein,24,
171738,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 9, raw",13,,High-Protein,24,
171739,"Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean and fat, raw",13,,High-Protein,24,
171740,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",13,,High-Protein,24,
171741,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw",13,,High-Protein,24,
171742,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw",13,,High-Protein,24,
171743,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",13,,"High-Protein,Low-Fat",24,
171744,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",13,,"High-Protein,Low-Fat",24,
171745,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",13,,"High-Protein,Low-Fat",24,
171746,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",13,,"High-Protein,Low-Fat",24,
171747,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",13,,"High-Protein,Low-Fat",24,
171748,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",13,,"High-Protein,Low-Fat",24,
171749,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",13,,"High-Protein,Low-Fat",24,
171750,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",13,,"High-Protein,Low-Fat",24,
171751,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",13,,"High-Protein,Low-Fat",24,
171752,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",13,,"High-Protein,Low-Fat",24,
171753,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",13,,"High-Protein,Low-Fat",24,
171754,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",13,,"High-Protein,Low-Fat",24,
171755,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",13,,"High-Protein,Low-Fat",24,
171756,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",13,,"High-Protein,Low-Fat",24,
171757,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",13,,"High-Protein,Low-Fat",24,
171758,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",13,,"High-Protein,Low-Fat",24,
171759,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,,"High-Protein,Low-Fat",24,
171760,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",13,,"High-Protein,Low-Fat",24,
171761,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,,"High-Protein,Low-Fat",24,
171762,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",13,,"High-Protein,Low-Fat",24,
171763,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",13,,"High-Protein,Low-Fat",24,
171764,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,,"High-Protein,Low-Fat",24,
171765,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",13,,"High-Protein,Low-Fat",24,
171766,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",13,,"High-Protein,Low-Fat",24,
171767,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",13,,"High-Protein,Low-Fat",24,
171768,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",13,,"High-Protein,Low-Fat",24,
171769,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,,"High-Protein,Low-Fat",24,
171770,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",13,,"High-Protein,Low-Fat",24,
171771,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",13,,"High-Protein,Low-Fat",24,
171772,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",13,,"High-Protein,Low-Fat",24,
171773,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",13,,"High-Protein,Low-Fat",24,
171774,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",13,,High-Protein,24,
171775,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",13,,High-Protein,24,
171776,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, raw",13,,"High-Protein,Low-Fat",24,
171777,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, raw",13,,"High-Protein,Low-Fat",24,
171778,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, cooked",13,,High-Protein,24,
171779,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, raw",13,,High-Protein,24,
171780,"Beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, cooked, roasted",13,,High-Protein,24,
171781,"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",13,,"High-Protein,Low-Fat",24,
171782,"Beef, chuck, clod steak, separable lean only, trimmed to 1/4"" fat, all grades, cooked, braised",13,,High-Protein,24,
171783,"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",13,,"High-Protein,Low-Fat",24,
171784,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",13,,"High-Protein,Low-Fat",24,
171785,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",13,,"High-Protein,Low-Fat",24,
171786,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",13,,"High-Protein,Low-Fat",24,
171787,"Beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",13,,"High-Protein,Low-Fat",24,
171788,"Beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",13,,"High-Protein,Low-Fat",24,
171789,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",13,,"High-Protein,Low-Fat",24,
171790,"Beef, ground, 95% lean meat / 5% fat, raw",13,,"High-Protein,Low-Fat",24,
171791,"Beef, ground, 95% lean meat / 5% fat, patty, cooked, broiled",13,,"High-Protein,Low-Fat",24,
171792,"Beef, ground, 95% lean meat / 5% fat, patty, cooked, pan-broiled",13,,"High-Protein,Low-Fat",24,
171793,"Beef, ground, 90% lean meat / 10% fat, patty, cooked, pan-broiled",13,,"High-Protein,Low-Fat",24,
171794,"Beef, ground, 90% lean meat / 10% fat, crumbles, cooked, pan-browned",13,,"High-Protein,Low-Fat",24,
171795,"Beef, ground, 90% lean meat / 10% fat, loaf, cooked, baked",13,,"High-Protein,Low-Fat",24,
171796,"Beef, ground, 85% lean meat / 15% fat, raw (Includes foods for USDA's Food Distribution Program)",13,,High-Protein,24,
171797,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",13,,High-Protein,24,
171798,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, pan-broiled",13,,High-Protein,24,
171799,"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",13,,High-Protein,24,
171800,"Beef, ground, 80% lean meat / 20% fat, loaf, cooked, baked",13,,High-Protein,24,
171801,"Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",13,,High-Protein,24,
171802,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, raw",13,,High-Protein,24,
171803,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw",13,,High-Protein,24,
171804,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw",13,,High-Protein,24,
171805,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",13,,High-Protein,24,
171806,"Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",13,,High-Protein,24,
171807,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",13,,High-Protein,24,
171808,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",13,,High-Protein,24,
171809,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",13,,High-Protein,24,
