match_type,value
intersection,"garlic, raw"
intersection,gefilte fish
intersection,gelatin dessert
intersection,gelatin dessert with fruit
intersection,"gelatin dessert, sugar free"
intersection,"gelatin dessert, sugar free, with fruit"
intersection,gelatin salad with vegetables
intersection,"gelatin shot, alcoholic"
intersection,"gelato, chocolate"
intersection,"gelato, vanilla"
intersection,general tso chicken
intersection,"ghee, clarified butter"
intersection,gimlet
intersection,gin
intersection,gin and tonic
intersection,gin fizz
intersection,"ginger root, pickled"
intersection,gizzard
intersection,glug
intersection,"gnocchi, cheese"
intersection,"gnocchi, potato"
intersection,goat
intersection,goat milk
intersection,"goose egg, cooked"
intersection,"goose, wild, roasted"
intersection,"gordita, cheese only"
intersection,"gordita, meat"
intersection,"gordita, meat, with beans"
intersection,"gordita, with beans"
intersection,"gordita/sope shell, plain, no filling"
intersection,graham crackers
intersection,graham crackers (teddy grahams)
intersection,"graham crackers, chocolate covered"
intersection,"graham crackers, reduced fat"
intersection,"graham crackers, sandwich, with filling"
intersection,"grape juice drink, light"
intersection,"grape juice, 100%"
intersection,"grape juice, 100%, with calcium added"
intersection,grape leaves stuffed with rice
intersection,"grapefruit juice, 100%, canned, bottled or in a carton"
intersection,"grapefruit juice, 100%, freshly squeezed"
intersection,"grapefruit juice, 100%, ns as to form"
intersection,"grapefruit juice, 100%, with calcium added"
intersection,"grapefruit, canned"
intersection,"grapefruit, raw"
intersection,"grapes, raw"
intersection,"gravy, beef"
intersection,"gravy, beef, fat free"
intersection,"gravy, for use with vegetables"
intersection,"gravy, made with soy sauce"
intersection,"gravy, nfs"
intersection,"gravy, poultry"
intersection,"gravy, poultry, fat free"
intersection,"gravy, vegetarian"
intersection,"greek salad, no dressing"
intersection,green bean casserole
intersection,"green beans, canned, cooked with butter or margarine"
intersection,"green beans, canned, cooked with oil"
intersection,"green beans, canned, cooked, fat added, ns as to fat type"
intersection,"green beans, canned, cooked, no added fat"
intersection,"green beans, canned, reduced sodium, cooked with butter or margarine"
intersection,"green beans, canned, reduced sodium, cooked with oil"
intersection,"green beans, canned, reduced sodium, cooked, fat added, ns as to fat type"
intersection,"green beans, canned, reduced sodium, cooked, no added fat"
intersection,"green beans, cooked, as ingredient"
intersection,"green beans, cooked, from restaurant"
intersection,"green beans, cooked, szechuan-style"
intersection,"green beans, fresh, cooked with butter or margarine"
intersection,"green beans, fresh, cooked with oil"
intersection,"green beans, fresh, cooked, fat added, ns as to fat type"
intersection,"green beans, fresh, cooked, no added fat"
intersection,"green beans, frozen, cooked with butter or margarine"
intersection,"green beans, frozen, cooked with oil"
intersection,"green beans, frozen, cooked, fat added, ns as to fat type"
intersection,"green beans, frozen, cooked, no added fat"
intersection,"green beans, ns as to form, cooked"
intersection,"green beans, pickled"
intersection,"green beans, raw"
intersection,"green peas, canned, cooked with butter or margarine"
intersection,"green peas, canned, cooked with oil"
intersection,"green peas, canned, cooked, fat added, ns as to fat type"
intersection,"green peas, canned, cooked, no added fat"
intersection,"green peas, canned, reduced sodium, cooked with butter or margarine"
intersection,"green peas, canned, reduced sodium, cooked with oil"
intersection,"green peas, canned, reduced sodium, cooked, fat added, ns as to fat type"
intersection,"green peas, canned, reduced sodium, cooked, no added fat"
intersection,"green peas, cooked, from restaurant"
intersection,"green peas, fresh, cooked with butter or margarine"
intersection,"green peas, fresh, cooked with oil"
intersection,"green peas, fresh, cooked, fat added, ns as to fat type"
intersection,"green peas, fresh, cooked, no added fat"
intersection,"green peas, frozen, cooked with butter or margarine"
intersection,"green peas, frozen, cooked with oil"
intersection,"green peas, frozen, cooked, fat added, ns as to fat type"
intersection,"green peas, frozen, cooked, no added fat"
intersection,"green peas, ns as to form, cooked"
intersection,"green peas, raw"
intersection,"green pepper, cooked, as ingredient"
intersection,"green plantain with cracklings, puerto rican style"
intersection,greens with ham or pork
intersection,"greens, canned, cooked"
intersection,"greens, fresh, cooked, fat added"
intersection,"greens, fresh, cooked, no added fat"
intersection,"greens, frozen, cooked, fat added"
intersection,"greens, frozen, cooked, no added fat"
intersection,"greens, ns as to form, cooked"
intersection,greyhound
intersection,"grilled cheese sandwich, american cheese, on wheat bread"
intersection,"grilled cheese sandwich, american cheese, on white bread"
intersection,"grilled cheese sandwich, cheddar cheese, on wheat bread"
intersection,"grilled cheese sandwich, cheddar cheese, on white bread"
intersection,"grilled cheese sandwich, nfs"
intersection,"grilled cheese sandwich, reduced fat cheese, on wheat bread"
intersection,"grilled cheese sandwich, reduced fat cheese, on white bread"
intersection,"grits, instant, made with water, fat added"
intersection,"grits, instant, made with water, no added fat"
intersection,"grits, instant, made with water, ns as to fat"
intersection,"grits, nfs"
intersection,"grits, regular or quick, made with water, fat added"
intersection,"grits, regular or quick, made with water, no added fat"
intersection,"grits, regular or quick, made with water, ns as to fat"
intersection,"grits, with cheese, fat added"
intersection,"grits, with cheese, no added fat"
intersection,"grits, with cheese, ns as to fat"
intersection,groundhog
intersection,guacamole with tomatoes
intersection,"guacamole, nfs"
intersection,guava nectar
intersection,guava paste
intersection,"guava, raw"
intersection,"guisada, beef"
intersection,"guisada, pork"
intersection,gumbo with rice
intersection,"gumbo, no rice"
intersection,gyro sandwich
intersection,ham
intersection,ham and noodles with cream or white sauce
intersection,"ham and noodles, no sauce"
intersection,ham and rice with mushroom sauce
intersection,"ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce"
intersection,"ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce"
intersection,ham biscuit sandwich
intersection,ham croquette
intersection,"ham luncheon meat, loaf type"
intersection,ham or pork and potatoes with cheese sauce
intersection,ham or pork and potatoes with gravy
intersection,"ham or pork and rice, no sauce"
intersection,ham or pork salad
intersection,ham or pork with gravy
intersection,ham or pork with mushroom sauce
intersection,ham or pork with stuffing
intersection,ham or pork with tomato-based sauce
intersection,"ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
intersection,"ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
intersection,"ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
intersection,"ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
intersection,ham salad sandwich on wheat
intersection,ham salad sandwich on white
intersection,ham salad spread
intersection,ham sandwich on wheat
intersection,"ham sandwich on wheat, with cheese"
intersection,ham sandwich on white
intersection,"ham sandwich on white, with cheese"
intersection,"ham sandwich or sub, restaurant"
intersection,"ham sandwich or sub, with cheese, restaurant"
intersection,ham sandwich wrap
intersection,ham stroganoff
intersection,"ham, canned"
intersection,"ham, for use with vegetables"
intersection,"ham, ground"
intersection,"ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
intersection,"ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
intersection,"ham, prepackaged or deli, luncheon meat"
intersection,"ham, prepackaged or deli, luncheon meat, reduced sodium"
intersection,"ham, prosciutto"
intersection,hamburger (burger king)
intersection,hamburger (mcdonalds)
intersection,hamburger slider
intersection,"hamburger slider, from fast food"
intersection,"hamburger wrap sandwich, from fast food"
intersection,"hamburger, from fast food, 1 large patty"
intersection,"hamburger, from fast food, 1 medium patty"
intersection,"hamburger, from fast food, 1 small patty"
intersection,"hamburger, from school cafeteria"
intersection,"hamburger, nfs"
intersection,"hamburger, on wheat bun, 1 large patty"
intersection,"hamburger, on wheat bun, 1 medium patty"
intersection,"hamburger, on wheat bun, 1 small patty"
intersection,"hamburger, on white bun, 1 large patty"
intersection,"hamburger, on white bun, 1 medium patty"
intersection,"hamburger, on white bun, 1 small patty"
intersection,hard cider
intersection,hard seltzer
intersection,"hash, ns as to type of meat"
intersection,haupia
intersection,"hayacas, puerto rican style"
intersection,hazelnuts
intersection,head cheese
intersection,heart
intersection,hog maws
intersection,hoisin sauce
intersection,hollandaise sauce
intersection,"hominy, cooked"
intersection,honey
intersection,honey butter
intersection,honey mustard dip
intersection,honey mustard dressing
intersection,"honey mustard dressing, fat free"
intersection,"honey mustard dressing, light"
intersection,"honeydew melon, raw"
intersection,"horchata, made with milk"
intersection,"horchata, made with water"
intersection,horseradish
intersection,horseradish sauce
intersection,"hot chocolate / cocoa, dry mix , made with non-dairy milk"
intersection,"hot chocolate / cocoa, dry mix, made with lowfat (1%) or fat free (skim) milk"
intersection,"hot chocolate / cocoa, dry mix, made with water"
intersection,"hot chocolate / cocoa, dry mix, made with water, with whipped cream"
intersection,"hot chocolate / cocoa, dry mix, made with whole or reduced fat (2%) milk"
intersection,"hot chocolate / cocoa, dry mix, reduced sugar, made with lowfat (1%) or fat free (skim) milk"
intersection,"hot chocolate / cocoa, dry mix, reduced sugar, made with non-dairy milk"
intersection,"hot chocolate / cocoa, dry mix, reduced sugar, made with water"
intersection,"hot chocolate / cocoa, dry mix, reduced sugar, made with whole or reduced fat (2%) milk"
intersection,"hot chocolate / cocoa, made with lowfat (1%) or fat free (skim) milk"
intersection,"hot chocolate / cocoa, made with non-dairy milk"
intersection,"hot chocolate / cocoa, made with whole or reduced fat (2%) milk"
intersection,"hot chocolate / cocoa, nfs"
intersection,"hot chocolate / cocoa, reduced sugar, made with lowfat (1%) or fat free (skim) milk"
intersection,"hot chocolate / cocoa, reduced sugar, made with non-dairy milk"
intersection,"hot chocolate / cocoa, reduced sugar, made with whole or reduced fat (2%) milk"
intersection,"hot chocolate / cocoa, with whipped cream"
intersection,"hot dog sandwich, beef, on wheat bread"
intersection,"hot dog sandwich, beef, on wheat bun"
intersection,"hot dog sandwich, beef, on white bread"
intersection,"hot dog sandwich, beef, on white bun"
intersection,"hot dog sandwich, meat and poultry, on wheat bread"
intersection,"hot dog sandwich, meat and poultry, on wheat bun"
intersection,"hot dog sandwich, meat and poultry, on white bread"
intersection,"hot dog sandwich, meat and poultry, on white bun"
intersection,"hot dog sandwich, nfs, on wheat bread"
intersection,"hot dog sandwich, nfs, on wheat bun"
intersection,"hot dog sandwich, nfs, on white bread"
intersection,"hot dog sandwich, nfs, on white bun"
intersection,"hot dog sandwich, reduced fat, on wheat bread"
intersection,"hot dog sandwich, reduced fat, on wheat bun"
intersection,"hot dog sandwich, reduced fat, on white bread"
intersection,"hot dog sandwich, reduced fat, on white bun"
intersection,"hot dog sandwich, turkey, on wheat bread"
intersection,"hot dog sandwich, turkey, on wheat bun"
intersection,"hot dog sandwich, turkey, on white bread"
intersection,"hot dog sandwich, turkey, on white bun"
intersection,"hot dog sandwich, vegetarian, on bread"
intersection,"hot dog sandwich, vegetarian, on bun"
intersection,"hot dog, beef"
intersection,"hot dog, meat and poultry"
intersection,"hot dog, nfs"
intersection,"hot dog, reduced fat"
intersection,"hot dog, turkey"
intersection,"hot dog, vegetarian"
intersection,hot pepper sauce
intersection,hot thai sauce
intersection,huevos rancheros
intersection,"hummus, flavored"
intersection,"hummus, plain"
intersection,hunan beef
intersection,hush puppy
intersection,"ice cream bar, chocolate"
intersection,"ice cream bar, vanilla"
intersection,"ice cream bar, vanilla, chocolate coated"
intersection,ice cream cake
intersection,ice cream candy bar
intersection,"ice cream cone, chocolate, prepackaged"
intersection,"ice cream cone, nfs"
intersection,"ice cream cone, scooped, chocolate"
intersection,"ice cream cone, scooped, chocolate, waffle cone"
intersection,"ice cream cone, scooped, vanilla"
intersection,"ice cream cone, scooped, vanilla, waffle cone"
intersection,"ice cream cone, soft serve, chocolate"
intersection,"ice cream cone, soft serve, chocolate, waffle cone"
intersection,"ice cream cone, soft serve, vanilla"
intersection,"ice cream cone, soft serve, vanilla, waffle cone"
intersection,"ice cream cone, vanilla, prepackaged"
intersection,ice cream cookie sandwich
intersection,"ice cream sandwich, chocolate"
intersection,"ice cream sandwich, vanilla"
intersection,"ice cream soda, chocolate"
intersection,"ice cream soda, flavors other than chocolate"
intersection,"ice cream sundae, caramel topping"
intersection,"ice cream sundae, fruit topping"
intersection,"ice cream sundae, hot fudge topping"
intersection,"ice cream sundae, nfs"
intersection,"ice cream, chocolate"
intersection,"ice cream, chocolate, with additional ingredients"
intersection,"ice cream, fried"
intersection,"ice cream, nfs"
intersection,"ice cream, soft serve, chocolate"
intersection,"ice cream, soft serve, vanilla"
intersection,"ice cream, vanilla"
intersection,"ice cream, vanilla, with additional ingredients"
intersection,"iced coffee, brewed"
intersection,"iced coffee, brewed, decaffeinated"
intersection,"iced coffee, pre-lightened and pre-sweetened"
intersection,iced tea / lemonade juice drink
intersection,"iced tea / lemonade juice drink, diet"
intersection,"iced tea / lemonade juice drink, light"
intersection,"icing, chocolate"
intersection,"icing, white"
intersection,idli
intersection,imitation cheese
intersection,imitation crab meat
intersection,industrial oil as ingredient in food
intersection,"infant formula, amino acids"
intersection,"infant formula, enfamil ar, powder, made with water"
intersection,"infant formula, enfamil ar, ready-to-feed"
intersection,"infant formula, enfamil gentlease, powder, made with baby water"
intersection,"infant formula, enfamil gentlease, powder, made with bottled water"
intersection,"infant formula, enfamil gentlease, powder, made with tap water"
intersection,"infant formula, enfamil gentlease, ready-to-feed"
intersection,"infant formula, enfamil infant, powder, made with baby water"
intersection,"infant formula, enfamil infant, powder, made with bottled water"
intersection,"infant formula, enfamil infant, powder, made with tap water"
intersection,"infant formula, enfamil infant, ready-to-feed"
intersection,"infant formula, enfamil nutramigen, powder, made with water"
intersection,"infant formula, enfamil nutramigen, ready-to-feed"
intersection,"infant formula, enfamil pregestimil, powder, made with water"
intersection,"infant formula, enfamil pregestimil, ready-to-feed"
intersection,"infant formula, enfamil prosobee, powder, made with baby water"
intersection,"infant formula, enfamil prosobee, powder, made with bottled water"
intersection,"infant formula, enfamil prosobee, powder, made with tap water"
intersection,"infant formula, enfamil prosobee, ready-to-feed"
intersection,"infant formula, enfamil, nfs"
intersection,"infant formula, gerber good start gentle, stage 1, powder, made with baby water"
intersection,"infant formula, gerber good start gentle, stage 1, powder, made with bottled water"
intersection,"infant formula, gerber good start gentle, stage 1, powder, made with tap water"
intersection,"infant formula, gerber good start gentle, stage 1, ready-to-feed"
intersection,"infant formula, gerber good start gentle, stage 2"
intersection,"infant formula, gerber good start soy, stage 1, powder, made with baby water"
intersection,"infant formula, gerber good start soy, stage 1, powder, made with bottled water"
intersection,"infant formula, gerber good start soy, stage 1, powder, made with tap water"
intersection,"infant formula, gerber good start soy, stage 1, ready-to-feed"
intersection,"infant formula, gerber, nfs"
intersection,"infant formula, low iron"
intersection,"infant formula, nfs"
intersection,"infant formula, organic, powder, made with water"
intersection,"infant formula, organic, ready-to-feed"
intersection,"infant formula, premature, powder, made with water"
intersection,"infant formula, premature, ready-to-feed"
intersection,"infant formula, similac advance, powder, made with baby water"
intersection,"infant formula, similac advance, powder, made with bottled water"
intersection,"infant formula, similac advance, powder, made with tap water"
intersection,"infant formula, similac advance, ready-to-feed"
intersection,"infant formula, similac alimentum, powder, made with water"
intersection,"infant formula, similac alimentum, ready-to-feed"
intersection,"infant formula, similac for diarrhea"
intersection,"infant formula, similac for spit-up, powder, made with water"
intersection,"infant formula, similac for spit-up, ready-to-feed"
intersection,"infant formula, similac isomil soy, powder, made with baby water"
intersection,"infant formula, similac isomil soy, powder, made with bottled water"
intersection,"infant formula, similac isomil soy, powder, made with tap water"
intersection,"infant formula, similac isomil soy, ready-to-feed"
intersection,"infant formula, similac sensitive, powder, made with baby water"
intersection,"infant formula, similac sensitive, powder, made with bottled water"
intersection,"infant formula, similac sensitive, powder, made with tap water"
intersection,"infant formula, similac sensitive, ready-to-feed"
intersection,"infant formula, similac, nfs"
intersection,"infant formula, store brand, added rice"
intersection,"infant formula, store brand, advantage or tender, powder, made with baby water"
intersection,"infant formula, store brand, advantage or tender, powder, made with bottled water"
intersection,"infant formula, store brand, advantage or tender, powder, made with tap water"
intersection,"infant formula, store brand, gentle or sensitivity"
intersection,"infant formula, store brand, soy"
intersection,"injera, ethiopian bread"
intersection,"italian dressing, fat free"
intersection,"italian dressing, light"
intersection,"italian dressing, made with vinegar and oil"
intersection,italian ice
intersection,"italian ice, no sugar added"
intersection,italian sandwich on wheat
intersection,italian sandwich on white
intersection,"italian sandwich or sub, restaurant"
intersection,italian sausage
intersection,italian sausage sandwich on wheat
intersection,italian sausage sandwich on white
intersection,jagerbomb
intersection,"jai, monk's food"
intersection,jam
intersection,"jam or jelly, fruit juice sweetened"
intersection,"jam or jelly, nfs"
intersection,"jam or jelly, reduced sugar"
intersection,"jam or jelly, sugar free"
intersection,jambalaya with meat and rice
intersection,jelly
intersection,"jelly sandwich, nfs"
intersection,"jelly sandwich, on wheat bread"
intersection,"jelly sandwich, on white bread"
intersection,"jicama, raw"
intersection,johnnycake
intersection,"kale, fresh, cooked, fat added"
intersection,"kale, fresh, cooked, no added fat"
intersection,"kale, frozen, cooked, fat added"
intersection,"kale, frozen, cooked, no added fat"
intersection,"kale, ns as to form, cooked"
intersection,"kale, raw"
intersection,kamikaze
intersection,kefir
intersection,ketchup
intersection,"ketchup, reduced sodium"
intersection,"kibby, puerto rican style"
intersection,kidney
intersection,kidney beans and brown rice
intersection,"kidney beans and rice, from fast food / restaurant"
intersection,kidney beans and white rice
intersection,kidney beans with meat
intersection,"kidney beans, from canned, fat added"
intersection,"kidney beans, from canned, no added fat"
intersection,"kidney beans, from canned, reduced sodium"
intersection,"kidney beans, from dried, fat added"
intersection,"kidney beans, from dried, no added fat"
intersection,"kidney beans, from fast food / restaurant"
intersection,"kidney beans, nfs"
intersection,kimchi
intersection,"kiwi fruit, raw"
intersection,knish
intersection,knockwurst
intersection,"kohlrabi, cooked"
intersection,"kohlrabi, raw"
intersection,korean dressing or marinade
intersection,"kumquat, raw"
intersection,kung pao beef
intersection,kung pao chicken
intersection,kung pao pork
intersection,kung pao shrimp
intersection,"ladoo, round ball"
intersection,lamb or mutton and noodles with gravy
intersection,lamb or mutton and potatoes with gravy
intersection,lamb or mutton and potatoes with tomato-based sauce
intersection,lamb or mutton loaf
intersection,lamb or mutton with gravy
intersection,"lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
intersection,"lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
intersection,"lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
intersection,"lamb shish kabob with vegetables, excluding potatoes"
intersection,"lamb, chop"
intersection,"lamb, ground"
intersection,"lamb, ns as to cut"
intersection,"lambsquarter, cooked"
intersection,lard
intersection,lasagna with chicken or turkey
intersection,lasagna with meat
intersection,lasagna with meat and spinach
intersection,"lasagna with meat, canned"
intersection,"lasagna with meat, from restaurant"
intersection,"lasagna with meat, frozen"
intersection,"lasagna with meat, home recipe"
intersection,"lasagna, meatless"
intersection,"lasagna, meatless, with vegetables"
intersection,"lasagna, with chicken or turkey, and spinach"
intersection,lau lau
intersection,layer dip
intersection,leeks
intersection,lefse
intersection,"lemon juice, 100%, canned or bottled"
intersection,"lemon juice, 100%, freshly squeezed"
intersection,"lemon juice, 100%, ns as to form"
intersection,lemon pie filling
intersection,"lemon, raw"
intersection,lemon-butter sauce
intersection,"lemonade, frozen concentrate, not reconstituted"
intersection,"lemonade, fruit flavored drink"
intersection,"lemonade, fruit juice drink"
intersection,"lemonade, fruit juice drink, light"
intersection,lentil curry
intersection,lentil curry with rice
intersection,"lentils, from canned"
intersection,"lentils, from dried, fat added"
intersection,"lentils, from dried, no added fat"
intersection,"lentils, nfs"
intersection,"lettuce, arugula, raw"
intersection,"lettuce, boston, raw"
intersection,"lettuce, cooked"
intersection,"lettuce, for use on a sandwich"
intersection,"lettuce, raw"
intersection,"lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing"
intersection,"lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing"
intersection,"lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing"
intersection,"lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing"
intersection,"lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing"
intersection,"lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing"
intersection,"lettuce, wilted, with bacon dressing"
intersection,licuado or batido
intersection,"light ice cream bar, chocolate"
intersection,"light ice cream bar, vanilla"
intersection,"light ice cream bar, vanilla, chocolate coated"
intersection,"light ice cream cone, chocolate, prepackaged"
intersection,"light ice cream cone, vanilla, prepackaged"
intersection,"light ice cream sandwich, chocolate"
intersection,"light ice cream sandwich, vanilla"
intersection,"light ice cream, chocolate"
intersection,"light ice cream, nfs"
intersection,"light ice cream, vanilla"
intersection,"lima beans and corn, cooked, fat added"
intersection,"lima beans and corn, cooked, no added fat"
intersection,"lima beans, from canned"
intersection,"lima beans, from dried"
intersection,"lima beans, from frozen, fat added"
intersection,"lima beans, from frozen, no added fat"
intersection,"lima beans, nfs"
intersection,"lime juice, 100%, canned or bottled"
intersection,"lime juice, 100%, freshly squeezed"
intersection,"lime juice, 100%, ns as to form"
intersection,lime souffle
intersection,"lime, raw"
intersection,liqueur
intersection,"liqueur, coffee flavored"
intersection,"liqueur, cream"
intersection,"liver, beef"
intersection,"liver, beef or calves, and onions"
intersection,"liver, chicken"
intersection,"liver, paste or pate"
intersection,"livers, chicken, chopped, with eggs and onion"
intersection,liverwurst
intersection,"lo mein, meatless"
intersection,"lo mein, nfs"
intersection,"lo mein, with beef"
intersection,"lo mein, with chicken"
intersection,"lo mein, with pork"
intersection,"lo mein, with shrimp"
intersection,lobster
intersection,lobster gumbo
intersection,lobster salad
intersection,"lobster with bread stuffing, baked"
intersection,"lobster with sauce, puerto rican style"
intersection,lomi salmon
intersection,long island iced tea
intersection,"long rice noodles, made from mung beans, cooked"
intersection,"lotus root, cooked"
intersection,"luncheon meat, loaf type"
intersection,"luncheon meat, nfs"
intersection,"luncheon slice, meatless-beef, chicken, salami or turkey"
intersection,lychee
intersection,macadamia nuts
intersection,macaroni or noodles with cheese
intersection,macaroni or noodles with cheese and chicken or turkey
intersection,macaroni or noodles with cheese and egg
intersection,macaroni or noodles with cheese and frankfurters or hot dogs
intersection,macaroni or noodles with cheese and meat
intersection,"macaroni or noodles with cheese and meat, prepared from hamburger helper mix"
intersection,macaroni or noodles with cheese and tomato
intersection,macaroni or noodles with cheese and tuna
intersection,"macaroni or noodles with cheese, canned"
intersection,"macaroni or noodles with cheese, easy mac type"
intersection,"macaroni or noodles with cheese, from restaurant"
intersection,"macaroni or noodles with cheese, made from packaged mix"
intersection,"macaroni or noodles with cheese, made from reduced fat packaged mix"
intersection,"macaroni or noodles with cheese, whole grain"
intersection,"macaroni or noodles, creamed, with cheese"
intersection,"macaroni or noodles, creamed, with cheese and tuna"
intersection,macaroni or pasta salad with cheese
intersection,macaroni or pasta salad with chicken
intersection,macaroni or pasta salad with crab meat
intersection,macaroni or pasta salad with egg
intersection,macaroni or pasta salad with meat
intersection,macaroni or pasta salad with shrimp
intersection,macaroni or pasta salad with tuna
intersection,macaroni or pasta salad with tuna and egg
intersection,"macaroni or pasta salad, made with any type of fat free dressing"
intersection,"macaroni or pasta salad, made with creamy dressing"
intersection,"macaroni or pasta salad, made with italian dressing"
intersection,"macaroni or pasta salad, made with light creamy dressing"
intersection,"macaroni or pasta salad, made with light italian dressing"
intersection,"macaroni or pasta salad, made with light mayonnaise"
intersection,"macaroni or pasta salad, made with light mayonnaise-type salad dressing"
intersection,"macaroni or pasta salad, made with mayonnaise"
intersection,"macaroni or pasta salad, made with mayonnaise-type salad dressing"
intersection,"macaroni with tuna, puerto rican style"
intersection,mai tai
intersection,mango nectar
intersection,"mango, canned"
intersection,"mango, dried"
intersection,"mango, frozen"
intersection,"mango, raw"
intersection,manhattan
intersection,"manicotti, cheese-filled, no sauce"
intersection,"manicotti, cheese-filled, with meat sauce"
intersection,"manicotti, cheese-filled, with tomato sauce, meatless"
intersection,"manicotti, vegetable- and cheese-filled, with tomato sauce, meatless"
intersection,"margarine, light"
intersection,"margarine, nfs"
intersection,"margarine, stick"
intersection,"margarine, tub"
intersection,margarita
intersection,"margarita mix, nonalcoholic"
intersection,marie biscuit
intersection,marmalade
intersection,martini
intersection,"martini, flavored"
intersection,"masa harina, cooked"
intersection,"mayonnaise, fat free"
intersection,"mayonnaise, light"
intersection,"mayonnaise, reduced fat, with olive oil"
intersection,"mayonnaise, regular"
intersection,mayonnaise-type salad dressing
intersection,"mayonnaise-type salad dressing, light"
intersection,mcdouble (mcdonalds)
intersection,"meat loaf dinner, nfs, frozen meal"
intersection,meat loaf made with beef
intersection,meat loaf made with beef and pork
intersection,"meat loaf made with beef and pork, with tomato-based sauce"
intersection,"meat loaf made with beef, veal and pork"
intersection,"meat loaf made with beef, with tomato-based sauce"
intersection,meat loaf made with chicken or turkey
intersection,"meat loaf made with chicken or turkey, with tomato-based sauce"
intersection,meat loaf made with ham
intersection,meat loaf made with venison/deer
intersection,"meat loaf with potatoes, vegetable, frozen meal"
intersection,"meat loaf, ns as to type of meat"
intersection,"meat loaf, puerto rican style"
intersection,"meat spread or potted meat, nfs"
intersection,"meat substitute, cereal- and vegetable protein-based, fried"
intersection,"meat with gravy, ns as to type of meat,"
intersection,meat with tomato-based sauce
intersection,"meat, ground, nfs"
intersection,"meat, nfs"
intersection,meatball sandwich or sub
intersection,"meatball, meatless"
intersection,"meatballs, ns as to type of meat, with sauce"
intersection,"meatballs, puerto rican style"
intersection,"meatballs, swedish, in gravy, with noodles, diet frozen meal"
intersection,"meatballs, with breading, ns as to type of meat, with gravy"
intersection,meatloaf sandwich
intersection,melba toast
intersection,"melon, frozen"
intersection,meringues
intersection,mexican pizza
intersection,michelada
intersection,milk 'n cereal bar
intersection,milk shake with malt
intersection,"milk shake, bottled, chocolate"
intersection,"milk shake, bottled, flavors other than chocolate"
intersection,"milk shake, fast food, chocolate"
intersection,"milk shake, fast food, flavors other than chocolate"
intersection,"milk shake, home recipe, chocolate"
intersection,"milk shake, home recipe, chocolate, light"
intersection,"milk shake, home recipe, flavors other than chocolate"
intersection,"milk shake, home recipe, flavors other than chocolate, light"
intersection,"milk, condensed, sweetened"
intersection,"milk, dry, not reconstituted"
intersection,"milk, dry, reconstituted, nonfat"
intersection,"milk, dry, reconstituted, whole"
intersection,"milk, evaporated, fat free (skim)"
intersection,"milk, evaporated, ns as to fat content"
intersection,"milk, evaporated, reduced fat (2%)"
intersection,"milk, evaporated, whole"
intersection,"milk, fat free (skim)"
intersection,"milk, lactose free, fat free (skim)"
intersection,"milk, lactose free, low fat (1%)"
intersection,"milk, lactose free, reduced fat (2%)"
intersection,"milk, lactose free, whole"
intersection,"milk, low fat (1%)"
intersection,"milk, malted"
intersection,"milk, malted, dry mix, not reconstituted"
intersection,"milk, nfs"
intersection,"milk, reduced fat (2%)"
intersection,"milk, whole"
intersection,millet
intersection,mimosa
intersection,mint julep
intersection,"mirepoix, cooked, as ingredient"
intersection,miso
intersection,miso sauce
intersection,"mixed nuts, honey roasted"
intersection,"mixed nuts, nfs"
intersection,"mixed nuts, unroasted"
intersection,"mixed nuts, with peanuts, lightly salted"
intersection,"mixed nuts, with peanuts, salted"
intersection,"mixed nuts, with peanuts, unsalted"
intersection,"mixed nuts, without peanuts, salted"
intersection,"mixed nuts, without peanuts, unsalted"
intersection,"mixed salad greens, raw"
intersection,mixed seeds
intersection,mixed vegetable juice
intersection,mock chicken legs
intersection,mojito
intersection,molasses
intersection,mole sauce
intersection,moo goo gai pan
intersection,"moo shu pork, without chinese pancake"
intersection,moose
intersection,mortadella
intersection,moscow mule
intersection,mousse
intersection,"mozzarella cheese, tomato, and basil, with oil and vinegar dressing"
intersection,"mozzarella sticks, breaded, baked, or fried"
intersection,"muffin, bran with fruit, lowfat"
intersection,"muffin, carrot"
intersection,"muffin, cheese"
intersection,"muffin, chocolate"
intersection,"muffin, chocolate chip"
