Food Group,Macronutrient Focus,Processing Level,Culinary Usage,Health Impact,id,diets,allergens
Grains; Fruits,Carbohydrate-rich,Processed,Breakfast Bread,Moderate,2318,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Fruits,Carbohydrate-rich,Processed,Breakfast Bread,Moderate,2316,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Baked Good; Breakfast; Snack,Moderate,2447,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Soy-Free","Cereals containing gluten,Milk,Eggs,Nuts"
Grains; Sweets and snacks; Fruits; Dairy; Proteins,Carbohydrate-rich,Processed,Baked Good; Breakfast; Snack,Moderate,2448,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Low-Fat,Soy-Free","Cereals containing gluten,Milk,Eggs,Nuts"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Baked Good; Breakfast; Snack,Unhealthy,2446,"Vegetarian,Halal,Kosher,Pescatarian,Soy-Free","Cereals containing gluten,Milk,Eggs,Nuts"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Baked Good; Breakfast; Snack,Healthy,2457,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Soy-Free","Cereals containing gluten,Milk,Eggs,Nuts"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Baked Good; Breakfast; Snack,Moderate,2456,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Soy-Free","Cereals containing gluten,Milk,Eggs,Nuts"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Baked Good; Breakfast; Snack,Unhealthy,2458,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Vegetables; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Baked Good; Breakfast; Snack,Moderate,2460,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Soy-Free","Cereals containing gluten,Milk,Eggs,Nuts"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Baked Good; Breakfast; Snack,Moderate,2452,"Vegetarian,Halal,Kosher,Pescatarian,Soy-Free","Cereals containing gluten,Milk,Eggs,Nuts"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Baked Good; Breakfast; Snack,Healthy,2454,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Soy-Free","Cereals containing gluten,Milk,Eggs,Nuts"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Baked Good; Breakfast; Snack,Healthy,2453,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Soy-Free","Cereals containing gluten,Milk,Eggs,Nuts"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Baked Good; Breakfast; Snack,Healthy,2451,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Soy-Free","Cereals containing gluten,Milk,Eggs,Nuts"
Grains; Sweets and snacks; Vegetables; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Baked Good; Breakfast; Snack,Moderate,2461,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Soy-Free","Cereals containing gluten,Milk,Eggs,Nuts"
Grains; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Snack Chip,Moderate,2907,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free","Cereals containing gluten,Milk,Soybeans"
Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich; Fat-rich,Highly Processed,Meal,Moderate,1701,"Dairy-Free,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Composite Meal; Grains; Proteins; Dairy,Protein-rich; Carbohydrate-rich; Fat-rich,Highly Processed,Meal,Moderate,1702,"Nut-Free,Mineral-Rich,Soy-Free","Milk,Cereals containing gluten,Eggs"
Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich; Fat-rich,Highly Processed,Meal,Unhealthy,1699,"Dairy-Free,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Composite Meal; Grains; Proteins; Dairy,Protein-rich; Carbohydrate-rich; Fat-rich,Highly Processed,Meal,Unhealthy,1700,"Nut-Free,Mineral-Rich,Soy-Free","Milk,Cereals containing gluten,Eggs"
Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich; Fat-rich,Highly Processed,Meal,Unhealthy,1703,"Dairy-Free,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Composite Meal; Grains; Proteins; Dairy,Protein-rich; Carbohydrate-rich; Fat-rich,Highly Processed,Meal,Unhealthy,1704,"Nut-Free,Mineral-Rich,Soy-Free","Milk,Cereals containing gluten,Eggs"
Composite Meal; Grains; Proteins,Protein-rich; Carbohydrate-rich; Fat-rich,Highly Processed,Meal,Moderate,1705,"Dairy-Free,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Legumes,Protein-rich; Carbohydrate-rich,Minimally Processed,Side Dish; Ingredient,Healthy,2006,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fungi; Vegetables,Protein-rich; Vitamin-rich; Umami-rich,Processed,Ingredient,Healthy,4560,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fungi; Vegetables,Protein-rich; Vitamin-rich,Highly Processed,Ingredient; Side Dish,Moderate,4557,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fungi; Vegetables,Protein-rich; Vitamin-rich,Minimally Processed,Recipe Component,Healthy,5414,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fungi; Vegetables,Protein-rich,Minimally Processed,Sandwich Layer,Healthy,4868,"Vegan,Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fungi; Vegetables; Oils and fats; Dairy,Protein-rich; Vitamin-rich; Fat-rich,Processed,Side Dish; Ingredient,Moderate,4559,"Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free","Milk,Soybeans"
Fungi; Vegetables; Oils and fats,Protein-rich; Vitamin-rich; Fat-rich,Processed,Side Dish; Ingredient,Healthy,4558,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Fungi; Vegetables; Oils and fats,Protein-rich; Vitamin-rich; Fat-rich,Processed,Side Dish; Ingredient,Healthy,4556,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Fungi; Vegetables,Protein-rich; Vitamin-rich,Minimally Processed,Side Dish; Ingredient,Healthy,4554,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fungi; Vegetables,Protein-rich; Vitamin-rich,Processed,Side Dish; Ingredient,Healthy,4555,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Fungi; Vegetables; Condiments,Carbohydrate-rich,Processed,Condiment; Antipasto; Side Dish,Healthy,4701,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fungi; Vegetables,Protein-rich; Vitamin-rich,Unprocessed,Salad; Ingredient,Healthy,4410,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Fungi; Grains; Dairy; Herbs; Oils and fats,Fat-rich; Carbohydrate-rich,Processed,Appetizer,Moderate,4669,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Proteins,Protein-rich,Minimally Processed,Meal Component,Healthy,967,"Pescatarian,Paleo,Mineral-Rich,Halal,Vitamin-Rich,Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Molluscs
Condiments; Seeds; Spices,Balanced,Processed,Condiment,Healthy,4702,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Mustard
Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Processed,Side Dish,Healthy,4227,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",Mustard
Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Minimally Processed,Side Dish; Ingredient,Healthy,4224,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Mustard
Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Mineral-rich; Fat-rich,Processed,Side Dish,Healthy,4228,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",Mustard
Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Processed,Side Dish; Ingredient,Healthy,4225,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Mustard
Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Processed,Side Dish; Ingredient,Healthy,4226,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",Mustard
Vegetables,Carbohydrate-rich; Vitamin-rich; Mineral-rich,Unprocessed,Salad; Ingredient,Healthy,4223,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Mustard
Composite Meal; Grains; Proteins; Dairy,Carbohydrate-rich; Fat-rich; Protein-rich,Highly Processed,Appetizer; Snack; Meal,Unhealthy,3195,"Gluten-Free,Mineral-Rich,Nut-Free,Egg-Free,Soy-Free",Milk
Composite Meal; Grains; Proteins; Legumes; Dairy,Carbohydrate-rich; Fat-rich; Protein-rich,Highly Processed,Appetizer; Snack; Meal,Unhealthy,3196,"Gluten-Free,Mineral-Rich,Vitamin-Rich,Nut-Free,Egg-Free,Soy-Free",Milk
Composite Meal; Grains; Dairy,Carbohydrate-rich; Fat-rich,Highly Processed,Appetizer; Snack,Unhealthy,3194,"Vegetarian,Mineral-Rich,Halal,Kosher,Pescatarian,Gluten-Free,Nut-Free,Egg-Free,Soy-Free",Milk
Composite Meal; Grains; Proteins; Dairy,Carbohydrate-rich; Fat-rich; Protein-rich,Highly Processed,Appetizer; Snack; Meal,Unhealthy,3197,"Gluten-Free,Mineral-Rich,Halal,Kosher,Nut-Free,Egg-Free,Soy-Free",Milk
Composite Meal; Grains; Proteins; Legumes; Dairy,Carbohydrate-rich; Fat-rich; Protein-rich,Highly Processed,Appetizer; Snack; Meal,Moderate,3198,"Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Nut-Free,Egg-Free,Soy-Free",Milk
Composite Meal; Grains; Dairy; Proteins; Vegetables; Condiments,Carbohydrate-rich; Fat-rich,Highly Processed,Appetizer; Snack; Meal,Unhealthy,3193,"Vegetarian,Mineral-Rich,Vitamin-Rich,Pescatarian,Gluten-Free,Nut-Free,Egg-Free,Soy-Free",Milk
Composite Meal; Grains; Legumes; Dairy,Carbohydrate-rich; Fat-rich; Protein-rich,Highly Processed,Appetizer; Snack; Meal,Moderate,3199,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Gluten-Free,Nut-Free,Egg-Free,Soy-Free",Milk
Legumes,Protein-rich,Processed,Side Dish; Breakfast,Healthy,2057,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free",Soybeans
Fruits,Carbohydrate-rich,Minimally Processed,Snack; Fruit,Healthy,3862,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Beverages,Balanced,Processed,Beverage; Ingredient,Neutral,20,"Vegan,Vegetarian,Halal,Kosher,Dairy-Free,Gluten-Free,Lactose-Free,Pescatarian,Paleo,Keto,Low-Carb,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Grains; Dairy; Proteins; Sweets and snacks; Fruits; Nuts,Carbohydrate-rich; Fat-rich,Processed,Dessert; Side Dish,Unhealthy,3566,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Composite Meal; Grains; Vegetables,Carbohydrate-rich,Highly Processed,Meal,Healthy,3757,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Grains; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Component of Chow Mein dish,Moderate,2971,"Vegetarian,Halal,Kosher,Pescatarian,Dairy-Free,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Grains,Carbohydrate-rich,Processed,Staple; Side Dish; Ingredient,Moderate,2969,"Vegetarian,Halal,Kosher,Pescatarian,Dairy-Free,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Grains,Carbohydrate-rich,Processed,Staple; Side Dish; Ingredient,Healthy,2970,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Dairy-Free,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Composite Meal; Grains; Sweets and snacks; Nuts; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Snack; Treat,Unhealthy,2184,"Vegetarian,Halal,Kosher,Pescatarian,Egg-Free","Nuts (hazelnuts),Milk,Soybeans,Cereals containing gluten"
Composite Meal; Grains; Sweets and snacks; Nuts; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Snack; Treat,Unhealthy,2183,"Vegetarian,Halal,Kosher,Pescatarian,Egg-Free","Nuts (hazelnuts),Milk,Soybeans,Cereals containing gluten"
Composite Meal; Proteins; Grains; Sweets and snacks; Oils and fats,Balanced,Highly Processed,Meal Replacement; Snack,Moderate,2734,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Pescatarian,Egg-Free","Milk,Soybeans,Peanuts,Nuts,Cereals containing gluten"
Composite Meal; Grains; Proteins; Sweets and snacks; Oils and fats; Nuts; Seeds,Carbohydrate-rich; Protein-rich,Highly Processed,Energy Bar; Snack,Moderate,2735,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Dairy-Free,Lactose-Free,Pescatarian,Egg-Free","Soybeans,Cereals containing gluten,Peanuts,Nuts"
Composite Meal; Grains; Sweets and snacks; Oils and fats,Carbohydrate-rich,Highly Processed,Kids Snack Bar,Moderate,2736,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Egg-Free","Cereals containing gluten,Soybeans,Nuts,Peanuts,Milk"
Composite Meal; Proteins; Sweets and snacks; Grains,Carbohydrate-rich; Protein-rich,Highly Processed,Energy Bar; Performance Snack,Moderate,2737,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Pescatarian,Egg-Free","Milk,Soybeans,Peanuts,Nuts,Cereals containing gluten"
Composite Meal; Proteins; Sweets and snacks; Grains; Oils and fats,Balanced,Highly Processed,Meal Replacement Bar,Moderate,2738,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Pescatarian,Egg-Free","Milk,Soybeans,Peanuts,Nuts,Cereals containing gluten"
Composite Meal; Proteins; Sweets and snacks; Nuts; Oils and fats; Dairy,Protein-rich; Carbohydrate-rich; Fat-rich,Highly Processed,Protein Bar; Snack,Unhealthy,2739,"Vegetarian,Mineral-Rich,Halal,Pescatarian,Egg-Free","Milk,Peanuts,Soybeans,Nuts,Cereals containing gluten"
Composite Meal; Proteins; Sweets and snacks; Nuts; Seeds; Oils and fats,Protein-rich,Highly Processed,Protein Bar,Moderate,2741,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Pescatarian,Egg-Free","Milk,Soybeans,Peanuts,Nuts,Cereals containing gluten"
Composite Meal; Proteins; Sweets and snacks; Nuts; Seeds; Oils and fats; Grains,Protein-rich; Carbohydrate-rich,Highly Processed,Meal Replacement Bar,Moderate,2740,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Pescatarian,Egg-Free","Milk,Soybeans,Peanuts,Nuts,Cereals containing gluten"
Composite Meal; Proteins; Sweets and snacks; Nuts; Grains; Oils and fats,Balanced,Highly Processed,Energy Bar; Snack,Moderate,2742,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Pescatarian,Egg-Free","Milk,Peanuts,Soybeans,Cereals containing gluten"
Composite Meal; Proteins; Sweets and snacks; Grains; Oils and fats,Balanced,Highly Processed,Nutrition Bar; Snack,Moderate,2743,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Pescatarian,Egg-Free","Milk,Soybeans,Peanuts,Nuts,Cereals containing gluten"
Composite Meal; Proteins; Sweets and snacks; Grains; Oils and fats,Balanced,Highly Processed,Meal Replacement; Snack,Variable,2744,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Pescatarian,Egg-Free","Milk,Soybeans,Peanuts,Nuts,Cereals containing gluten"
Specialized Nutrition; Beverages; Dairy; Soy; Proteins; Sweets and snacks,Protein-rich,Highly Processed,Protein Supplement,Variable,5344,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,High-Protein,Pescatarian,Low-Fat,Nut-Free,Egg-Free","Milk,Soybeans"
Specialized Nutrition; Beverages; Dairy; Proteins; Sweets and snacks,Protein-rich,Highly Processed,Meal Replacement; Protein Supplement,Moderate,5341,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,High-Protein,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Specialized Nutrition; Beverages; Dairy; Soy; Proteins; Sweets and snacks,Protein-rich,Highly Processed,Protein Supplement; Meal Replacement,Variable,5343,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,High-Protein,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Specialized Nutrition; Beverages; Legumes; Sweets and snacks,Balanced; Protein-rich,Highly Processed,Meal Replacement; Supplement,Moderate,5345,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free",Soybeans
Specialized Nutrition; Beverages; Dairy; Sweets and snacks,Balanced; Carbohydrate-rich; Protein-rich,Highly Processed,Meal Replacement; Supplement,Moderate,5332,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Specialized Nutrition; Beverages; Dairy; Sweets and snacks,Balanced; Carbohydrate-rich; Protein-rich,Highly Processed,Meal Replacement; Supplement,Moderate,5331,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Beverages; Dairy; Sweets and snacks,Carbohydrate-rich; Protein-rich,Highly Processed,Breakfast Replacement; Supplement,Moderate,5333,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Specialized Nutrition; Beverages; Dairy; Sweets and snacks,Balanced; Carbohydrate-rich; Protein-rich,Highly Processed,Meal Replacement; Supplement,Moderate,5335,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Specialized Nutrition; Beverages; Dairy; Sweets and snacks,Balanced; Carbohydrate-rich; Protein-rich,Highly Processed,Meal Replacement; Supplement,Moderate,5334,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Specialized Nutrition; Beverages; Dairy; Proteins; Sweets and snacks,Protein-rich; Fat-rich,Highly Processed,Protein Supplement; Meal Replacement,Moderate,5337,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Specialized Nutrition; Beverages; Dairy; Sweets and snacks,Balanced,Highly Processed,Meal Replacement,Moderate,5339,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Specialized Nutrition; Beverages; Dairy; Proteins; Sweets and snacks,Protein-rich,Highly Processed,Protein Supplement,Moderate,5338,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free","Milk,Soybeans"
Specialized Nutrition; Beverages; Dairy; Soy; Sweets and snacks,Balanced,Highly Processed,Meal Replacement; Supplement,Variable,5342,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Specialized Nutrition; Beverages; Dairy; Sweets and snacks,Balanced; Protein-rich; Fat-rich,Highly Processed,Meal Replacement; Supplement,Moderate,5336,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Pescatarian,No Added Sugar,Nut-Free,Egg-Free","Milk,Soybeans"
Specialized Nutrition; Beverages; Dairy; Sweets and snacks,Balanced,Highly Processed,Meal Replacement,Moderate,5340,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,No Added Sugar,Nut-Free,Egg-Free","Milk,Soybeans"
Sweets and snacks; Dairy; Proteins,Carbohydrate-rich; Protein-rich,Highly Processed,Breakfast Supplement Mix,Moderate,5346,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins; Legumes; Sweets and snacks,Protein-rich,Highly Processed,Protein Supplement Powder,Healthy,5349,"Vegan,Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free",Soybeans
Proteins; Sweets and snacks,Protein-rich,Highly Processed,Protein Supplement Powder,Healthy,5348,"Vegetarian,Mineral-Rich,Halal,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins,Protein-rich,Highly Processed,Protein Supplement Powder,Healthy,5351,"Vegetarian,Mineral-Rich,Halal,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins; Sweets and snacks; Oils and fats,Protein-rich; Fat-rich,Highly Processed,Protein Supplement Powder,Moderate,5352,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins; Sweets and snacks; Grains,Balanced,Highly Processed,Meal Replacement Powder,Moderate,5354,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins; Sweets and snacks; Grains,Protein-rich,Highly Processed,Meal Replacement; Supplement,Variable,5350,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,High-Protein,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins; Sweets and snacks; Grains,Protein-rich,Highly Processed,Meal Replacement; Protein Supplement Powder,Moderate,5356,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,High-Protein,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins; Sweets and snacks,Protein-rich,Highly Processed,Protein Supplement Powder,Variable,5358,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,High-Protein,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins; Sweets and snacks,Protein-rich,Highly Processed,Protein Supplement Powder,Moderate,5353,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins; Sweets and snacks; Grains; Oils and fats,Balanced,Highly Processed,Meal Replacement; Supplement Powder,Variable,5357,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
